,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01890-00001,"종류_A섭취대상:아르기닌 섭취방법:성인남녀 1일 총 섭취량:물과 함께 섭취횟수:2정 제품용량:하루 한 번 :개인별 다름, 포장형태:용기형 제품용량:2개월분 섭취횟수:하루 한 번 1일 총 섭취량:1정 섭취방법:물과 함께 :1개 950mg x 60정",7786,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-01890
1,B002-02900-00001,제품타입:액상 섭취방법:물에 섞어서 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 제품용량:1개월분 제품유형:일반식품 :1개 10ml x 30개,12207,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02900
2,B002-02769-00007,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:3개월분 마그네슘:350mg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):마그네슘 마그네슘:300mg :1개, 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 섭취대상:성인남녀 1일 총 섭취량:2정 제품용량:2개월분 제품타입:정 섭취횟수:하루 두 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개, 제품타입:정 섭취방법:물과 함께 섭취횟수:하루 두 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):긴장완화 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 제품유형_A:건강기능식품, 칼슘:300mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):망간 섭취대상:유아/청소년 1일 총 섭취량:2정 제품용량:1개월분 제품타입:츄어블 섭취횟수:하루 두 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 :1개, 칼슘:600mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):마그네슘 1일 총 섭취량:2정 제품타입:정 섭취횟수:하루 두 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개 350 950mg x 90정",11731,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
3,B002-02769-00008,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:21일분 주요 기능성(식약처인증):해당 없음 제품유형:건강기능식품 :1개 700mg x 42정,11732,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
4,B002-02769-00009,"아연:25mg 영양소 원료명(식약처고시):아연 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:3개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증)_A:면역력, 루테인:16mg 1일 총 섭취량:2캡슐 제품용량:2개월분 제품타입:캡슐 섭취방법:물과 함께 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 생균:50억 CFU 1일 총 섭취량:1캡슐 제품용량:15일분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인여성 주요 기능성(식약처인증):질건강 영양소 원료명(식약처고시):아연 :1개, 아연:10mg 영양소 원료명(식약처고시):아연 섭취대상:성인남녀 제품용량_A제품타입:40일분 섭취횟수:액상 섭취방법:하루 두 번 주요 기능성(식약처인증):바로 음용 :면역력, 아연:12mg 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:2정 제품용량:100일분 제품타입:츄어블 섭취횟수:하루 두 번 섭취방법:씹어서 주요 기능성(식약처인증):면역력 :1개, 제품타입:정 섭취방법:물과 함께 섭취횟수:하루 두 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):긴장완화 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 제품유형_A:건강기능식품, 아연:12mg 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:2정 제품용량:2개월분 제품타입:츄어블 섭취횟수:하루 두 번 섭취방법:씹어서 주요 기능성(식약처인증):면역력 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:3개월분 주요 기능성(식약처인증):혈당조절 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 제품유형:건강기능식품 :1개, 아연:16mg 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):혈당조절 :1개, 칼슘:210mg 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개, 1일 총 섭취량:1캡슐 제품용량:1개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):아연 :1개, 로르산:115mg 주원료:기타 1일 총 섭취량:1캡슐 제품용량:1개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남성 주요 기능성(식약처인증):전립선 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 :1개, 제품용량_A주요 기능성(식약처인증)_A영양소 원료명(식약처고시)_A:1개월분, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:11개 비타민A:415µgRE 비타민C:145mg 비타민D:4µg 비타민E:33mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:2개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 일 100%이상 영양소 수:9개 비타민B1:50mg 비타민B2:50mg 비타민B6:50mg 비타민B12:50µg :1개, 총 플라보노이드:17mg 주원료:브라질 1일 총 섭취량:1캡슐 제품용량:2개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):항산화 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 생균:3억 CFU 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:물에 섞어서 섭취대상:유아/청소년 주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 :1개, 프락토올리고당:3g 아연:2.55mg 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:성인남녀 주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):아연 :1개 25 450mg x 90정",11733,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
5,B002-02769-00010,루테인:16mg 1일 총 섭취량:2캡슐 제품용량:2개월분 제품타입:캡슐 섭취방법:물과 함께 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) :1개 700mg x 120캡슐,11734,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
6,B002-02769-00011,주요 기능성(식약처인증):혈행개선 영양소 원료명(식약처고시):비타민D DHA+EPA:1000mg 종류_A제품타입:rTG 섭취대상:캡슐 제품용량:성인남녀 1일 총 섭취량:1개월분 섭취횟수:1캡슐 섭취방법:하루 한 번 :물과 함께 3 1255mg x 30캡슐,11735,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
7,B002-02769-00012,"생균:10억 CFU 1일 총 섭취량:1캡슐 제품용량:1개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인여성 주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):해당 없음 :1개, 생균:50억 CFU 1일 총 섭취량:1캡슐 제품용량:15일분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인여성 주요 기능성(식약처인증):질건강 영양소 원료명(식약처고시):아연 :1개 400mg x 30캡슐",11736,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02769
8,B002-03427-00001,생균:다이어트유산균 50억 CFU 1일 총 섭취량:2포 제품용량:15일분 제품타입:분말 섭취횟수:하루 두 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):식이섬유 :1개 3g x 30포,14551,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-03427
9,B002-03427-00002,생균:50억 CFU 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:유아/청소년 주요 기능성(식약처인증):장건강 권장섭취연령:13개월 ~ 12세 :1개 2g x 30포,14552,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-03427
