,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02769-00003,"비타민D:25µg 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D :1개, 비타민D:125µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:2개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D :1개, 비타민D:50µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:3개월분 제품타입_A섭취횟수:캡슐 섭취방법:하루 한 번 주요 기능성(식약처인증):물과 함께 영양소 원료명(식약처고시):관절/뼈건강 :비타민D, 비타민D:25µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:3개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D :1개 2000IU 190mg x 90캡슐",11727,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02769
1,B002-02769-00004,"비타민D:25µg 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D :1개, 비타민D:125µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:2개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D :1개, 비타민D:50µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:3개월분 제품타입_A섭취횟수:캡슐 섭취방법:하루 한 번 주요 기능성(식약처인증):물과 함께 영양소 원료명(식약처고시):관절/뼈건강 :비타민D, 비타민D:25µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:3개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D :1개 1000IU 비타민D 1000mg x 60정",11728,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02769
2,B002-02769-00005,제품타입_A제품용량_A주요 기능성(식약처인증)_A영양소 원료명(식약처고시)_A:츄어블 1000mg x 60정,11729,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02769
3,B002-02769-00006,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):비오틴 비타민E:6mg(a-TE) 섭취대상:유아/청소년 제품타입:구미/젤리 제품용량:21일분 1일 총 섭취량:4정 섭취횟수:하루 두 번 섭취방법:씹어서 :1개 2000mg x 84정,11730,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02769
4,B002-01973-00001,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):베타카로틴 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:16개 비타민C:100mg 비타민D:50µg 비타민E:16.5mg(a-TE) 섭취대상:성인남녀 제품타입_A제품용량:액상 1일 총 섭취량:7일분 섭취횟수:1개 섭취방법:하루 한 번 :물과 함께 30일분,8190,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-01973
5,B002-02059-00004,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:20개 비타민A:700µgRE 비타민C:500mg 비타민D:25µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품용량:1개월분 1일 총 섭취량:1포 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개 2.35g x 30포,8648,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02059
6,B002-02307-00001,"비타민D:50µg 섭취대상:임산부 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):해당 없음 영양소 원료명(식약처고시):비타민D :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:12개 비타민A:390µgRE 비타민C:65mg 비타민D:23µg 비타민E:30.8mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:1개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 칼슘:210mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 섭취대상:성인남녀 1일 총 섭취량:3정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개 3 2000IU 300mg x 60정",9882,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02307
7,B002-00100-00001,"비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시):2000mg, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시)영양소 원료명(식약처고시):250mg, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시):1000mg, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시)영양소 원료명(식약처고시):1000mg, 영양소 원료명(식약처고시):비타민C, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시):3000mg, 비타민C:3000mg 1일 총 섭취량:1포 제품용량:100일분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:성인남녀 주요 기능성(식약처인증):항산화 영양소 원료명(식약처고시):비타민C :1개, 비타민C:2000mg 1일 총 섭취량:1포 제품용량:3개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:성인남녀 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민C :1개, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시):3000mg, 영양소 원료명(식약처고시):비타민C, 1일 총 섭취량제품용량제품타입섭취횟수섭취방법영양소 원료명(식약처고시):1포, 비타민C1일 총 섭취량제품용량제품타입섭취횟수섭취방법섭취대상주요 기능성(식약처인증)영양소 원료명(식약처고시):3000mg, 비타민C:3000mg 1일 총 섭취량:1포 제품용량:3개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):항산화 영양소 원료명(식약처고시):비타민C :1개, 비타민C:3000mg 1일 총 섭취량:1포 제품용량:3개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 영양소 원료명(식약처고시)_A:비타민C 3000 3g 60포",354,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00100
8,B002-01531-00011,"비타민D:75µg 섭취대상:성인남녀 1일 총 섭취량:1캡슐 제품용량:2개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E :1개, 비타민D:75µg 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):망간 :1개 3000IU 100mg x 60정",6058,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-01531
9,B002-03366-00014,"주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:15개 비타민A:700µgRE 비타민C:100mg 비타민D:10µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:15개 비타민A:700µgRE 비타민C:100mg 비타민D:10µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:9개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:15개 비타민A:700µgRE 비타민C:100mg 비타민D:10µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:6개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개 90정",14216,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-03366
