,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01523-00001,"구성:본품 형태:액상형 :1개, 구성:본품 형태:젤형 :1개, 형태:액상형 구성:본품 용도:조리기구 용량:480ml :1개 3 in 1 클리너 500ml",5985,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01523
1,B002-00811-00011,"구성:본품 형태:정제형 :1개, 구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:정제형 :1개, 구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:스프레이형 용량:500ml(g) :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:정제형 용량:160ml(g) :1개, 구성:본품 형태:액상형 40g x 4입",3497,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00811
2,B002-00811-00012,구성:본품 형태:정제형 :1개 60g x 3입,3498,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00811
3,B002-00098-00001,"구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개 24개",345,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00098
4,B002-01399-00002,"구성:본품 형태:시트형, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개 12P입 핸들미포함",5628,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01399
5,B002-01399-00003,"구성:본품 형태:시트형, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 형태:시트형 :1개 1개 + 리필브러쉬 2팩",5629,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01399
6,B002-01399-00006,"구성:본품 형태:시트형, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 구성:본품+리필 형태:시트형 :1개, 형태:시트형 :1개 ",5632,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01399
7,B002-00722-00008,"구성:본품 형태:정제형 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개 40g x 2개입",3037,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00722
8,B002-00244-00008,"구성:본품 형태:정제형 용량:400ml(g) :1개, 구성:본품+리필 형태:시트형 :1개 40g x 10개",852,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00244
9,B002-00244-00009,구성:본품+리필 형태:시트형 :1개 36개입,853,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00244
10,B002-01950-00002,구성:본품 형태:액상형 :1개 2L x 6개,8073,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01950
11,B002-03655-00003,"구성:본품 형태:액상형 용량:755ml(g) :1개, 구성:본품 형태:액상형 :1개 755ml",15310,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-03655
12,B002-03655-00004,구성:본품 형태:액상형 용량:755ml(g) :1개 755ml,15311,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-03655
13,B002-00676-00002,"구성:본품 형태:정제형 용량:120ml(g) :1개, 형태:액상형 용량:120ml(g) :6개 120g",2735,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00676
14,B002-03013-00003,"구성:리필 형태:액상형 용량:200ml(g) :1개, 구성:본품 형태:액상형 용량:100ml(g) :1개 1세트",12766,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-03013
15,B002-02209-00003,구성:본품 형태:스프레이형 :1개 500ml,9264,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02209
16,B002-03410-00002,"구성:본품 형태:정제형 용량:360ml(g) :1개, 구성:본품 :1개 4개입",14393,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-03410
17,B002-03495-00002,구성:본품 형태:액상형 용량:237ml(g) :1개 12X 237ml,14751,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-03495
18,B002-00250-00001,구성:본품 형태:액상형 :1개 750ml,929,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00250
19,B002-02151-00001,형태:액상형 구성:본품 등급:1종 용도:식기 용도:과일 용도:야채 용도:조리기구 용량:4000ml :1개 4L,9109,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02151
20,B002-01007-00001,구성:본품 형태:정제형 용량:400ml(g) :1개 40g x 10개입,4254,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01007
21,B002-02062-00003,구성:본품 형태:정제형 :1개 40g,8679,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02062
22,B002-01818-00003,구성:본품 형태:정제형 40g,7390,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01818
23,B002-01039-00001,"구성형태:본품+리필, 구성형태:본품, 구성형태:본품, 구성형태:본품, 구성형태:본품, 구성형태:본품, 구성형태:본품, 구성형태:본품 1L",4330,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01039
24,B002-02573-00001,"구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 용량:187500ml(g) :1개 18.75L",11142,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02573
25,B002-00139-00001,구성:본품 형태:액상형 용량:1000ml(g) :1개 1L,549,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-00139
26,B002-02150-00002,"구성:본품 형태:정제형 용량:200ml(g) :1개, 구성:본품 형태:정제형 50g x 2개입",9098,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-02150
