,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01989-00002,종류:치간칫솔(I자형) ,8327,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-01989
1,B002-02052-00008,"종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 향 유무:무향 와이어굵기:0.8 총 수량:10개 :1개, 종류:치간칫솔(I자형) 특징:교정용 향 유무:무향 와이어굵기:0.8 총 수량:15개 :1개, 종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 향 유무:무향 와이어굵기:1.2mm 총 수량:10개 :1개, 종류:치간칫솔(L자형) 재질:기타 향 유무:무향 와이어굵기:1.2mm 총 수량:10개 :1개 0.8mm 10개입",8521,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02052
2,B002-02052-00010,"종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 향 유무:무향 와이어굵기:1.2mm 총 수량:10개 :1개, 종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 향 유무:무향 와이어굵기:0.8 총 수량:10개 :1개, 종류:치간칫솔(L자형) 재질:기타 향 유무:무향 와이어굵기:1.2mm 총 수량:10개 :1개 1.2mm 10개입",8523,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02052
3,B002-02052-00011,종류:치실(일반형) 특징:개별포장 재질:플라스틱 재질:기타 향 유무:유향 총 수량:1개 :1개 50m,8524,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02052
4,B002-02168-00001,"종류:치간칫솔(I자형) 특징:교정용 특징:개별포장 재질:플라스틱 향 유무:무향 와이어굵기:0.4 총 수량:50개 :1개, 종류:치간칫솔(I자형) 50p",9165,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02168
5,B002-02168-00003,"종류:치간칫솔(L자형) 특징:교정용 특징:개별포장 재질:플라스틱 향 유무:무향 와이어굵기:0.4 총 수량:50개 :1개, 종류:치간칫솔(L자형), 종류:치간칫솔(L자형) 50개",9166,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02168
6,B002-02168-00004,종류:치실(손잡이형) 특징:교정용 재질:플라스틱 향 유무:무향 총 수량:600개 :1개 600개,9167,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02168
7,B002-03143-00001,"종류:치간칫솔(L자형), 종류:치간칫솔(I자형), 종류:치간칫솔(I자형) 재질:플라스틱 향 유무:무향 와이어굵기:0.7 총 수량:80개 :1개, 종류:치간칫솔(I자형), 종류:치간칫솔(I자형), 종류:치간칫솔(I자형), 종류:치간칫솔(L자형) ",13256,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03143
8,B002-02093-00002,종류:치실(테이프형) 특징:개별포장 재질:플라스틱 향 유무:무향 총 수량:150개 :1개 30.4m,8844,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02093
9,B002-03320-00003,종류:치실(손잡이형) 재질:플라스틱 향 유무:무향 총 수량:12개 12개입,13984,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03320
10,B002-03320-00004,종류:치실(일반형) 특징:개별포장 재질:플라스틱 향 유무:유향 50m,13985,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03320
11,B002-02781-00001,종류:치실(손잡이형) 특징:개별포장 재질:옥수수 향 유무:유향 총 수량:45개 :1개 45개입,11757,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02781
12,B002-00809-00003,종류:치간칫솔(I자형) 50개,3482,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00809
13,B002-00828-00001,종류:치실(손잡이형) 80개,3618,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00828
14,B002-02860-00001,종류:치간칫솔(I자형) 275개입,12074,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02860
15,B002-00080-00001,"종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 향 유무:무향 총 수량:5개 :1개, 종류:치간칫솔(L자형) 특징:교정용 재질:플라스틱 재질:기타 향 유무:무향 와이어굵기:1.0 총 수량:5개 :3개 0.8mm 5개",247,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00080
16,B002-00080-00002,종류:치실(스펀지형) 특징:개별포장 재질:기타 향 유무:유향 총 수량:1개 :1개 40m,248,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00080
17,B002-02367-00001,종류:치실(손잡이형) 재질:플라스틱 향 유무:유향 총 수량:1000개 :1개 1000개,10028,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02367
18,B002-00540-00001,종류:치실(일반형) 특징:개별포장 재질:플라스틱 향 유무:무향 총 수량:1개 :1개 30m,2235,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00540
19,B002-00306-00001,종류:치간칫솔(I자형) 80개,1280,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00306
20,B002-03429-00001,"종류:치실(손잡이형) 재질:플라스틱 향 유무:무향 총 수량:300개 :1개, 종류:치실(일반형) 재질:플라스틱 향 유무:무향 총 수량:100개 :1개, 종류:치실(손잡이형) 재질:플라스틱 재질:기타 향 유무:무향 총 수량:32개 :1개, 종류:치실(손잡이형) 재질:플라스틱 재질:기타 향 유무:무향 총 수량:300개, 종류:치실(일반형) 재질:기타 향 유무:유향 총 수량:1개 :1개, 종류:치실(일반형) ",14559,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03429
21,B002-02319-00001,"종류특징특징:치간칫솔(I자형), 종류특징특징:치간칫솔(I자형), 종류특징특징:치간칫솔(I자형), 종류특징특징:치간칫솔(I자형), 종류특징특징:치간칫솔(I자형), 종류:치간칫솔(I자형) 0.7mm 50개입",9897,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02319
22,B002-02319-00002,종류:치실(손잡이형) 100개입,9898,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02319
23,B002-02319-00003,"종류:치실(손잡이형) 재질:플라스틱 향 유무:무향 총 수량:300개 :1개, 종류:치실(일반형) 재질:플라스틱 향 유무:무향 총 수량:100개 :1개, 종류:치실(손잡이형) 재질:플라스틱 재질:기타 향 유무:무향 총 수량:300개 100개",9899,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02319
24,B002-02319-00004,종류:치실(손잡이형) 재질:플라스틱 재질:기타 향 유무:무향 총 수량:300개 300개,9900,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02319
25,B002-03104-00002,"종류:치실(스펀지형), 종류:치실(일반형) 특징:개별포장 재질:플라스틱 향 유무:유향 20m",13091,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03104
26,B002-03104-00003,"종류:치실(스펀지형) 특징:개별포장 재질:플라스틱 향 유무:무향 총 수량:1개 :1개, 종류:치실(스펀지형) 50m",13092,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03104
27,B002-03426-00001,종류:치실(손잡이형) 재질:플라스틱 재질:기타 향 유무:무향 총 수량:36개 :1개 ,14542,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03426
28,B002-00275-00001,"종류:치간칫솔(L자형) 재질:플라스틱 향 유무:무향 총 수량:180개 :1개, 종류:치간칫솔(I자형) 180개입",1136,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00275
29,B002-02123-00002,종류:치간칫솔(I자형) 재질:플라스틱 재질:실리콘 향 유무:무향 총 수량:30개 :1개 30개입,8933,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02123
30,B002-03039-00001,종류:치실(손잡이형) 재질:플라스틱 향 유무:무향 총 수량:80개 :1개 80개입,12851,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-03039
31,B002-02414-00001,종류:치실(스펀지형) 특징:개별포장 재질:기타 향 유무:무향 총 수량:1개 :1개 ,10367,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02414
32,B002-00550-00001,종류:치실(손잡이형) 50개,2254,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-00550
