,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02446-00010,"타입:탈모샴푸 타입:두피샴푸 제품형태:펌프형 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:볼륨효과 용량:400ml(g) 향계열:무향 기능성인증:탈모증상완화도움 :1개, 두피타입:모든두피용 모발타입:모든 모발용 주요제품특징:저자극 주요제품특징:세정력 주요제품특징:탈모케어 세부제품특징:촉촉함(수분공급) 세부제품특징:유분제거 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:비듬케어 세부제품특징:머릿결개선 용량:200ml(g) 향계열:기타향 용기형태:튜브형 종류:트리트먼트 기능성인증:탈모증상완화도움 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 용량:400ml(g) :1개, 두피타입:모든두피용 모발타입:모든 모발용 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:비듬케어 용량:400ml(g) 구성:본품 향계열:기타향 :1개, 두피타입:모든두피용 모발타입:모든 모발용 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 세부제품특징:유분제거 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:풍부한 거품 세부제품특징:모근강화 용량:700ml(g) 구성:본품 :1개, 타입:탈모샴푸 제품형태:펌프형 주요제품특징:저자극 주요제품특징:세정력 주요제품특징:탈모케어 세부제품특징:상쾌함 세부제품특징:촉촉함(수분공급) 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:청량감 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:비듬케어 세부제품특징:풍부한 거품 세부제품특징:약산성 세부제품특징:모근강화 용량:300ml(g) :1개, 타입:탈모샴푸 주요제품특징:탈모케어 세부제품특징:상쾌함 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:청량감 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:비듬케어 세부제품특징:풍부한 거품 세부제품특징:모근강화 용량:180ml(g) 향계열:기타향 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:영양공급 세부제품특징:모발영양 용량:250ml(g) :1개, 타입:탈모샴푸 주요제품특징:탈모케어 세부제품특징:촉촉함(수분공급) 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:풍부한 거품 세부제품특징:약산성 세부제품특징:모근강화 용량:400ml(g) :1개, 주요제품특징:탈모케어 세부제품특징:촉촉함(수분공급) 세부제품특징:유분제거 세부제품특징:계면활성제 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:비듬케어 용량:250ml(g) :1개, 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:청량감 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:두피케어 세부제품특징:비듬케어 세부제품특징:풍부한 거품 세부제품특징:약산성 향계열:기타향 :1개, 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 세부제품특징:촉촉함(수분공급) 세부제품특징:각질케어 세부제품특징:계면활성제 프리 세부제품특징:파라벤 프리 세부제품특징:실리콘 프리 세부제품특징:비듬케어 :1개, 주요제품특징:저자극 주요제품특징:세정력 주요제품특징:탈모케어 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:두피케어 세부제품특징:비듬케어 세부제품특징:풍부한 거품 세부제품특징:머릿결개선 용량:250ml(g) :1개, 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 세부제품특징:촉촉함(수분공급) 세부제품특징:실리콘 프리 세부제품특징:풍부한 거품 세부제품특징:머릿결개선 용량:400ml(g) :1개, 타입:탈모샴푸 제품형태:펌프형 주요제품특징:탈모케어 :1개, 타입:탈모샴푸 제품형태:펌프형 세부제품특징:촉촉함(수분공급) 세부제품특징:두피케어 세부제품특징:비듬케어 :1개 400ml",10559,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-02446
1,B002-02691-00010,"제품형태:펌프형 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:모발영양 :1개, 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g) :1개 950ml",11491,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-02691
2,B002-00067-00012,"헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:세정력 세부제품특징:상쾌함 세부제품특징:모발영양 용량:1000ml(g) 기타:리미티드에디션 구성:본품 :1개, 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:450ml(g) :1개, 헤어타입:지성 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:250ml(g) :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:세정력 세부제품특징:모발영양 :1개 1000ml",154,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067
3,B002-00067-00013,"헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:450ml(g) :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:지성 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:250ml(g) :1개 450ml",155,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067
4,B002-03108-00013,"두피타입:모든두피용 모발타입:모든 모발용 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:각질케어 세부제품특징:유분제거 세부제품특징:모발영양 용량:550ml(g) 구성:본품 향계열:기타향 :1개, 헤어타입:모든 모발용 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:300ml(g) :1개, 헤어타입:모든 모발용 :1개 1200ml",13119,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03108
5,B002-03108-00014,"제품형태:펌프형 세부제품특징:윤기부여 :1개, 제품형태:리퀴드형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:향 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 타입:일반샴푸 제품형태:리퀴드형 향계열:플로럴향 향계열:과일향 :1개, 세트구성:샴푸 세트구성:린스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 600ml",13120,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03108
6,B002-03108-00015,"헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 두피타입:모든두피용 모발타입:모든 모발용 타입:퍼퓸샴푸 제품형태:펌프형 용량:600ml(g) 구성:본품 향계열:기타향 :1개 600ml",13121,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03108
7,B002-03108-00016,헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:향 :1개 600ml,13122,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03108
8,B002-03108-00017,제품형태:리퀴드형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 1800ml,13123,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03108
9,B002-02879-00004,"헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 구성:본품 두피타입:모든두피용 모발타입:모든 모발용 향계열:플로럴향 용량:1100ml(g) :1개 500ml",12127,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-02879
10,B002-01560-00007,제품형태:리퀴드형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 500ml,6312,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-01560
11,B002-03106-00003,헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개 820ml,13101,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-03106
12,B002-00110-00021,"헤어타입:손상 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:500ml(g) :1개, 헤어타입:모든 모발용 제품형태:펌프형 세부제품특징:모발영양 용량:450ml(g) :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:세정력 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:모발영양 용량:550ml(g) 향계열:플로럴향 :1개, 헤어타입:손상 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 용량:180ml(g) :1개, 헤어타입:손상 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 용량:300ml(g) :1개, 세부제품특징:윤기부여 세부제품특징:모발영양 용량:180ml(g) :1개, 세트구성:샴푸 세트구성:린스 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:모발영양 용량:180ml(g) :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 제품형태:리퀴드형 세부제품특징:윤기부여 :1개, 제품형태:펌프형 세부제품특징:모발강화 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:영양공급 용량:450ml(g) :1개, 헤어타입:건성 제품형태:펌프형 주요제품특징:머릿결개선 세부제품특징:영양공급 세부제품특징:모발영양 용량:400ml(g) :1개, 두피타입:모든두피용 모발타입:모든 모발용 타입:한방샴푸 제품형태:리퀴드형 주요제품특징:세정력 세부제품특징:손상케어 용량:500ml(g) 구성:본품 향계열:기타향 :1개, 타입:일반샴푸 제품형태:리퀴드형 세부제품특징:모발윤기 용량:400ml(g) 구성:본품 :1개, 세부제품특징:윤기부여 용량:300ml(g) :1개, 세트구성:샴푸 세트구성:린스 주요제품특징:촉촉함(수분공급) :1개, 제품형태:스프레이형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g), 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:모발영양 세부제품특징:모발강화 용량:500ml(g), 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g), 제품형태:펌프형 세부제품특징:촉촉함(수분공급) 세부제품특징:손상케어 기타:리미티드에디션 550ml",435,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00110
13,B002-00110-00022,"헤어타입:손상 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:500ml(g) :1개, 제품형태:리퀴드형 세부제품특징:윤기부여 :1개, 헤어타입:모든 모발용 제품형태:펌프형 세부제품특징:모발영양 용량:450ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g) 500ml",436,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00110
