,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01939-00004,"제품형태:크림형 용량:120ml(g) :본품, 제품형태:크림형 용량:120ml(g) :본품, 헤어타입:모든 모발용 용량:40ml(g) :본품, 제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개 5분 스피디 헤어컬러 크림",8027,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01939
1,B002-01939-00005,제품형태:파우더형 용량:7ml(g) :본품 7g,8028,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01939
2,B002-02691-00008,제품형태:크림형 주요제품특징:저자극 주요제품특징:윤기부여 용량:120ml(g) :본품 ,11489,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02691
3,B002-02691-00009,제품형태:크림형 주요제품특징:저자극 주요제품특징:윤기부여 용량:120ml(g) :본품 120g,11490,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02691
4,B002-03108-00011,헤어타입:모든 모발용 용량:100ml(g) :본품 100g,13117,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-03108
5,B002-03108-00012,"헤어타입:모든 모발용 제품형태:크림형 용량:60ml(g) :본품, 주요제품특징:윤기부여 용량:80ml(g) :본품 60g",13118,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-03108
6,B002-00681-00001,"헤어타입:모든 모발용 주요제품특징:저자극 :본품, 헤어타입:모든 모발용 :본품 500g",2893,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00681
7,B002-00063-00001,헤어타입:모든 모발용 용량:140ml(g) :본품 140g,133,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00063
8,B002-01873-00001,헤어타입:염색 모발용 용량:200ml(g) :본품 200ml,7644,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01873
9,B002-00984-00002,제품형태:크림형 :본품 10000g,4174,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00984
10,B002-01560-00005,"제품형태:크림형 용량:120ml(g) :본품, 제품형태:크림형 용량:120ml(g) :본품*3, 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:윤기부여 용량:120ml(g) :본품, 헤어타입:모든 모발용 용량:120ml(g) :본품 ",6310,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01560
11,B002-01560-00006,"제품형태:크림형 용량:120ml(g) :본품, 제품형태:크림형 용량:120ml(g) :본품*3, 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:윤기부여 용량:120ml(g) :본품, 헤어타입:모든 모발용 용량:120ml(g) :본품, 헤어타입:모든 모발용 주요제품특징:윤기부여 용량:120ml(g) :본품 120g",6311,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01560
12,B002-00142-00001,"헤어타입:모든 모발용 :본품, 헤어타입:모든 모발용 제품형태:로션형 주요제품특징:저자극 :본품, 헤어타입:모든 모발용 :본품, 제품형태:로션형 :본품 9% 1000ml",552,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00142
13,B002-02328-00001,헤어타입:모든 모발용 주요제품특징:저자극 용량:120ml(g) :본품 120g,9951,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02328
14,B002-03254-00001,헤어타입:모든 모발용 제품형태:파우더형 주요제품특징:윤기부여 용량:100ml(g) :본품 100g,13552,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-03254
