,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01206-00002,"형태용량:스프레이형, 구성형태용량:본품, 구성용량:본품, 구성형태:본품, 구성형태용량:본품, 구성형태용량:본품, 구성형태용량:본품, 구성형태용량:본품, 구성형태:본품, 구성형태:본품, 구성형태용량:본품, 형태용량:스프레이형, 구성형태용량:본품, 구성형태용량:리필, 구성형태용량:본품, 구성형태용량:본품, 구성형태용량:본품+리필 750ml",5005,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-01206
1,B002-01206-00003,종류:핸드워시 피부타입:모든피부용 향계열:과일향 제형:거품형 주요제품특징:촉촉함(수분공급) 세부제품특징:유아겸용 용기형태:펌프형 용량:530ml(g) 구성:본품 :1개 500ml,5006,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-01206
2,B002-00005-00001,피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:500ml(g) :1개 500ml,16,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005
3,B002-00005-00002,향계열:과일향 주요제품특징:향 용기형태:펌프형 :1개 500ml,17,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005
4,B002-00005-00004,"형태:펌프형 용량:575ml :1개, 형태:펌프형 용량:520ml :1개, 형태:튜브형 용량:60ml :1개 575ml",19,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005
5,B002-01523-00015,"피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개 480ml",6002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-01523
6,B002-01526-00004,"피부타입:모든피부용 향계열:과일향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:354ml(g) :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 용기형태:튜브형 용량:50ml 354ml",6032,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-01526
7,B002-03101-00001,"피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용기형태:펌프형 용량:300ml :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) :1개, 피부타입:모든피부용 향계열:기타향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:300ml :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개, 향계열:과일향 주요제품특징:세정력 세부제품특징:향 용기형태:펌프형 용량:900ml(g) :1개, 피부타입:모든피부용 주요제품특징:세정력 주요제품특징:풍부한 거품 용기형태:튜브형 용량:50ml(g) :4개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:발림성 세부제품특징:영양공급 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 향계열:시트러스향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 종류:핸드워시 피부타입:모든피부용 향계열:시트러스향 향계열:베이비파우더향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:항균 용기형태:펌프형 구성:본품 용량:1000ml(g) :1개, 피부타입:모든피부용 향계열:시트러스향 용기형태:펌프형 :1개, 피부타입:모든피부용 향계열:기타향 제형:거품형 주요제품특징:향 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개, 피부타입:모든피부용 향계열:플로럴향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용기형태:튜브형 용량:50ml :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:흡수력 세부제품특징:발림성 세부제품특징:영양공급 용량:75ml(g) :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 용기형태:튜브형 용량:50ml :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 :1개, 피부타입:모든피부용 주요제품특징:향 용량:400ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:흡수력 세부제품특징:발림성 세부제품특징:영양공급 용량:75ml(g) :1개, 피부타입:모든피부용 향계열:과일향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 :1개, 피부타입:모든피부용 주요제품특징:향 용량:400ml(g) :1개, 향계열:기타향 주요제품특징:촉촉함(수분공급) 주요제품특징:세정력 세부제품특징:향 용기형태:펌프형 용량:900ml(g) :1개, 피부타입:모든피부용 향계열:기타향 주요제품특징:세정력 세부제품특징:향 세부제품특징:약산성 용기형태:펌프형 용량:1800ml(g) 구성:본품 :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:세정력 세부제품특징:향 용기형태:펌프형 용량:900ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:촉촉함(수분공급) 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:향 세부제품특징:약산성 용기형태:펌프형 용량:900ml(g) :1개, 피부타입:모든피부용 향계열:기타향 주요제품특징:촉촉함(수분공급) 세부제품특징:향 용기형태:펌프형 용량:900ml(g) :1개, 피부타입:모든피부용 향계열:기타향 주요제품특징:촉촉함(수분공급) :1개, 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 :1개, 주요제품특징:세정력 용기형태:펌프형 :1개, 피부타입:모든피부용 구분:일반비누 주요제품특징:세정력 :4개 300ml",13048,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-03101
8,B002-03101-00002,피부타입:모든피부용 향계열:기타향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:300ml :1개 300ml,13049,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-03101
9,B002-03101-00003,"피부타입:모든피부용 향계열:시트러스향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:발림성 세부제품특징:영양공급 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 향계열:시트러스향 용기형태:펌프형 :1개, 피부타입:모든피부용 주요제품특징:향 용량:400ml(g) :1개, 종류:핸드워시 피부타입:모든피부용 향계열:시트러스향 향계열:베이비파우더향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:항균 용기형태:펌프형 구성:본품 용량:1000ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 향계열:기타향 제형:거품형 주요제품특징:향 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 향계열:과일향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 용량:400ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:과일향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개 500ml",13050,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-03101
10,B002-03101-00004,"피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:발림성 세부제품특징:영양공급 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:3500ml(g) :1개, 피부타입:모든피부용 향계열:베이비파우더향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:250ml(g) :1개, 피부타입:모든피부용 향계열:기타향 제형:거품형 주요제품특징:향 용기형태:펌프형 용량:500ml(g) :1개, 종류:핸드워시 피부타입:모든피부용 향계열:시트러스향 향계열:베이비파우더향 제형:거품형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:항균 용기형태:펌프형 구성:본품 용량:1000ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 용량:400ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개, 피부타입:모든피부용 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 용량:480ml(g) :1개 500ml",13051,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-03101
