,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-00338-00001,용도:휴대용 ,1392,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00338
1,B002-03249-00002,용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:80W 901 GR,13542,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03249
2,B002-00244-00031,제품형태:거품형 구성:본품 용량:500ml :1개 500ml,875,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00244
3,B002-03611-00001,"용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:80W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:95W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병6개 소비전력:80W 4세대 플러스",15142,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03611
4,B002-01414-00001,제품형태:액상형 구성:본품 용량:750ml 무첨가:무색소 특징:저자극 :2개 1종 주방세제 750ml,5690,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-01414
5,B002-03419-00001,"연령연령연령연령연령타켓연령:1세, 형태용량재질재질타켓연령연령연령연령연령:빨대형, 형태용량재질재질타켓연령연령연령연령연령:빨대형, 연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령:1세, 연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령연령연령연령타켓연령:1세, 재질:실리콘 ",14508,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03419
6,B002-02062-00013,"제품형태:액상형 구성:본품 용량:500ml 무첨가:무CMIT,MIT :2개, 제품형태:거품형 구성:본품 용량:500ml 특징:저자극 :1개 500ml",8689,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-02062
7,B002-03621-00001,"살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 소비전력:130W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:130W 6W",15173,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03621
8,B002-00411-00001,"용도:가정용 살균방식:스팀 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병6개, 살균방식용량소비전력:열탕, 살균방식용량:스팀, 살균방식용량소비전력:스팀, 살균방식용량소비전력:스팀 3 in1 스팀 건조 일체형 젖병소독기 SCF293/00",1586,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00411
9,B002-03327-00025,"제품형태:액상형 구성:본품 용량:500ml 무첨가:무색소 특징:저자극 특징:고농축 :1개, 제품형태:액상형 구성:본품 용량:500ml 무첨가:무색소 특징:저자극 특징:고농축 :1개 500m",14062,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03327
10,B002-03436-00031,"제품형태:액상형 구성:본품 용량:620ml 무첨가:무CMIT,MIT 무첨가:무형광증백제 특징:저자극 :1개 620ml",14599,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03436
11,B002-00792-00013,용도:휴대용 기능:살균기능 ,3430,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00792
12,B002-00412-00003,"용도:휴대용 살균방식:자외선 기능:살균기능 용량:젖병1개, 살균방식용량연령연령연령연령연령연령연령타켓연령소비전력:자외선, 용도살균방식기능용량연령연령연령연령연령연령연령타켓연령:휴대용, 살균방식용량연령연령연령연령연령연령연령타켓연령:자외선, 살균방식용량연령연령연령연령연령연령연령타켓연령:자외선, 살균방식용량연령연령연령연령연령연령연령타켓연령:자외선, 살균방식용량연령연령연령연령연령연령연령타켓연령:자외선, 살균방식소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 소비전력:130W, 살균방식:자외선, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:80W, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식:자외선, 살균방식용량연령연령타켓연령소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식연령타켓연령:자외선, 용도:휴대용 살균방식:자외선 기능:살균기능 용량:젖병1개, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병6개 소비전력:80W ",1593,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00412
