,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-00433-00002,"최소연령:4개월 종류:노꼭지젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :2개, 최소연령:신생아 종류:노꼭지젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :2개, 최소연령:신생아 종류:노꼭지젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 특징(젖병):비스페놀A(BPA)-free :1개, 종류:노꼭지젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 :1개, 종류:노꼭지젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 :2개, 최소연령:신생아 종류:노꼭지젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 특징(젖병):비스페놀A(BPA)-free :1개, 최소연령:4개월 종류:노꼭지젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :2개, 최소연령:3개월 종류:일회용젖병 용량:250ml 재질(젖병):트라이탄소재 형태:와이드넥 특징(젖병):비스페놀A(BPA)-free :1개, 최소연령:신생아 종류:일반젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:4개월 종류:일반젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:2단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:신생아 종류:일반젖병 용량:200ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:4개월 종류:일반젖병 용량:300ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:2단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개 200ml",1663,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-00433
1,B002-00741-00001,최소연령:신생아 종류:노리개젖꼭지홀더 사용연령:3세미만 ,3119,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-00741
2,B002-03327-00008,"최소연령:신생아 종류:일반젖병 용량:180ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 특징(젖병):비스페놀A(BPA)-free 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:0단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 :1개, 최소연령:3개월 종류:일반젖병 용량:280ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 특징(젖병):비스페놀A(BPA)-free :1개 2p 세트",14045,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
3,B002-03327-00009,"최소연령:4개월 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 단계:1단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:둥근형, 최소연령:신생아 단계:1단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:둥근형, 최소연령:8개월 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 단계:3단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 종류:젖병세트 용량:360ml 재질(젖병):PPSU소재 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:2단계 특징(젖꼭지):배앓이방지 :1개, 최소연령:신생아 종류:젖병세트 용량:460ml 재질(젖병):PPSU소재 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:Y자형 단계:3단계 특징(젖꼭지):배앓이방지 :1개 1단계 2P",14046,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
4,B002-03327-00011,"용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:날짜/시간기록 특징:온도감지 특징:모유량확인, 용량:180ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:모유량확인, 용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:모유량확인 특징:멸균처리 200ml 30매",14048,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
5,B002-03327-00013,"최소연령:4개월 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 단계:1단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:둥근형, 최소연령:신생아 단계:1단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:둥근형, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노리개젖꼭지 사용연령:0~18개월, 최소연령:8개월 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 단계:3단계 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 구멍모양:Y자형, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노리개젖꼭지 사용연령:0~18개월, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노리개젖꼭지 사용연령:0~18개월, 최소연령:신생아 종류:일반젖병 용량:180ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 특징(젖병):비스페놀A(BPA)-free 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:0단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 :1개, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노래개젖꼭지+케이스 사용연령:0~18개월, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노래개젖꼭지+홀더+케이스 사용연령:0~18개월, 최소연령:신생아 종류:젖병세트 용량:360ml 재질(젖병):PPSU소재 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:2단계 특징(젖꼭지):배앓이방지 :1개, 최소연령:신생아 재질(젖꼭지):실리콘 종류:노래개젖꼭지+홀더 사용연령:0~18개월, 최소연령:신생아 종류:젖병세트 용량:460ml 재질(젖병):PPSU소재 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:Y자형 단계:3단계 특징(젖꼭지):배앓이방지 :1개, 종류:손가락칫솔 특징:잇몸마사지 재질:실리콘 최소연령:3개월 사용연령:3~6개월 :1개 2개입",14050,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
6,B002-03327-00015,"용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:날짜/시간기록 특징:온도감지 특징:모유량확인, 용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:모유량확인 특징:멸균처리 200ml 60매X2팩",14052,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
7,B002-03327-00016,종류:젖병세트 :1개 ,14053,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
8,B002-03327-00017,"특징특징특징특징연령연령연령타켓연령:날짜/시간기록, 연령연령:1세, 용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:모유량확인 특징:멸균처리, 용량:200ml 재질:LLDPE 재질:PET 형태:2중지퍼형 형태:스탠드형 특징:날짜/시간기록 특징:온도감지 특징:모유량확인, 용량재질재질형태형태특징특징특징특징연령연령타켓연령:200ml, 연령연령타켓연령:1세, 연령연령연령연령연령연령연령타켓연령:1세 90매",14054,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-03327
9,B002-00792-00001,"최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:노꼭지젖병 용량:270ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:신생아 종류:일반젖병 용량:270ml 재질(젖병):PPSU소재 특징(젖병):배앓이방지 재질(젖꼭지):실리콘 단계:2단계 특징(젖꼭지):배앓이방지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 형태:유선형몸체 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 구멍모양:둥근형 단계:1단계 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 최소연령:신생아 종류:일반젖병 용량:170ml 재질(젖병):PPSU소재 형태:와이드넥 소독:열탕 소독:전자레인지 재질(젖꼭지):실리콘 특징(젖꼭지):모유실감 특징(젖꼭지):배앓이방지 특징(젖꼭지):중이염방지 :1개, 종류:노꼭지젖병 용량:270ml :1개 170ml",3418,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-00792
