,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02918-00003,"종류구성헤드종류:면도칼, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 재질:스테인리스 전체길이:25cm 칼날길이:11cm 2000",12282,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
1,B002-02918-00007,"종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용 3중날 터치3 TP901",12286,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
2,B002-02918-00008,"종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용 3 TP900",12287,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
3,B002-02918-00009,"종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용 901",12288,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
4,B002-02918-00010,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능:날교체용, 날수부가기능부가기능부가기능:7중날, 종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 날수부가기능:7중날, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 날수:6중날, 종류:날교체용 구성:면도기+면도날 날수:5중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수부가기능:7중날, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 헤드종류:스윙 :본품 + 면도날 8입, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:편리한 사용성 용기형태:파우치형 용량:3ml(g), 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:210ml(g) :1개, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 3D 모션 파워 세트",12289,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
5,B002-02918-00012,"종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능:7중날, 날수부가기능:7중날, 날수부가기능:7중날, 종류구성날수헤드종류부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용 ",12291,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
6,B002-02918-00013,"종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 종류:날교체용 구성:면도기+면도날 날수:5중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 ",12292,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
7,B002-02918-00014,"종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입 ",12293,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
8,B002-02918-00016,"종류구성날수헤드종류부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수:6중날 ",12295,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
9,B002-02918-00017,종류구성날수헤드종류부가기능부가기능:날교체용 2호,12296,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-02918
