,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02846-00006,"제품종류:유아바디&샴푸 포장형태:펌프형 특징:수분공급 무첨가:저자극 무첨가:무설페이트 용량:380ml :1개, 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무벤조페논 용량:380ml :1개 2in1 헤어 앤 바디워시 380ml",11985,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02846
1,B002-02846-00007,제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:저자극 무첨가:무설페이트 용량:380ml :1개 380ml,11986,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02846
2,B002-02846-00009,제품종류:유아샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:저자극 무첨가:무설페이트 용량:380ml :1개 380ml,11988,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02846
3,B002-00067-00016,"제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:700ml :1개, 제품종류:유아바디워시 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 :1개, 제품종류:유아바디워시 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:300ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:300ml(g) :1개, 제품종류:유아바디워시 포장형태:펌프형 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:700ml :1개 300ml",158,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067
4,B002-00067-00018,"제품종류:유아샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 용량:700ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:700ml :1개, 제품종류:유아샴푸 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:300ml :1개, 제품종류:유아샴푸 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 :1개, 제품종류:유아바디워시 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아바디워시 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:300ml :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:700ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:300ml(g) :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:300ml :1개, 제품종류:유아샴푸 포장형태:펌프형 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아바디워시 포장형태:펌프형 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:1000ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:700ml :1개, 제품종류:유아샴푸 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 용량:1000ml 300ml",160,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067
5,B002-01217-00001,제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:저자극 용량:500ml :1개 500ml,5080,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-01217
6,B002-03191-00006,"피부타입:모든피부용 향계열:그린향 향계열:기타향 주요제품특징:촉촉함(수분공급) 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:향 세부제품특징:약산성 비건인증:한국비건인증원 용기형태:펌프형 용량:500ml(g) :1개, 피부타입:모든피부용 향계열:기타향 주요제품특징:촉촉함(수분공급) 주요제품특징:세정력 용기형태:펌프형 용량:750ml(g) :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 용기형태:펌프형 기타:리미티드에디션 :1개, 세트구성:바디크림 세트구성:바디클렌저 세트구성:바디로션 :1개 500ml",13398,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03191
7,B002-01468-00002,제품종류:유아바디워시 특징:수분공급 용량:750ml :1개 250ml 3종세트,5841,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-01468
8,B002-03214-00006,제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 용량:150ml(g) :1개 150g,13473,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03214
9,B002-03214-00007,"제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 용량:300ml(g) :1개, 세트수량:3종세트 300g",13474,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03214
10,B002-03382-00001,"사용부위:페이스용 사용부위:아이용 피부타입:모든피부용 주요제품특징:저자극 주요제품특징:세정력 주요제품특징:촉촉함(수분공급) 용기형태:파우치형 제품형태:시트형 매수:30매 :1개, 세트수량:2종세트 특징:수분공급 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무향, 세트수량:4종세트 특징:피부진정 특징:수분공급 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무향, 세트수량:3종세트 특징:피부진정 특징:수분공급 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무향 30매",14295,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03382
11,B002-02625-00001,"제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 용량:480ml :3개, 제품종류:유아바디워시 포장형태:펌프형 무첨가:무파라벤 무첨가:무인공향료 용량:1000ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:1000ml :1개, 제품종류:유아바디워시 포장형태:펌프형 무첨가:무인공향료 용량:1000ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:수분공급 무첨가:무인공향료 무첨가:저자극 용량:470ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:1160ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 용량:160ml :1개, 제품종류:유아바디워시 포장형태:펌프형 무첨가:무파라벤 무첨가:무인공향료 용량:160ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:160ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:340g :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:수분공급 용량:300ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 용량:300ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무인공향료 무첨가:저자극 용량:300ml :1개, 제품종류:유아바디&샴푸 특징:수분공급 무첨가:저자극 용량:300ml :1개 480ml",11341,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02625
