,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01206-00004,포장형태:펌프형 특징:피부진정 특징:수분공급 특징:피부유연 특징:영양공급 특징:피부장벽강화 무첨가:무스테로이드 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:250ml :1개 250ml,5007,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-01206
1,B002-02846-00001,포장형태:용기형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:100ml :1개 100ml,11980,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02846
2,B002-02846-00002,"포장형태특징무첨가무첨가무첨가무첨가용량:펌프형, 포장형태특징무첨가무첨가무첨가무첨가용량:펌프형, 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:250ml :1개, 사용부위피부타입사용시간사용시간주요제품특징주요제품특징주요제품특징세부제품특징세부제품특징:아이용, 포장형태:용기형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:100ml :1개, 주요제품특징주요제품특징:촉촉함(수분공급), 피부타입주요제품특징주요제품특징주요제품특징:모든피부용, 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무방부제 무첨가:무벤조페논 용량:380ml :1개, 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무벤조페논 용량:380ml :1개, 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무방부제 무첨가:무벤조페논 용량:380ml :1개, 연령연령연령연령연령포장형태특징특징특징특징무첨가무첨가타켓연령:3세, 연령연령연령연령연령연령연령타켓연령특징특징특징특징특징무첨가:1세, 포장형태:튜브형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:저자극 용량:200ml :1개, 연령연령연령연령연령연령연령제품종류포장형태특징특징특징특징무첨가무첨가무첨가무첨가타켓연령:1세, 피부타입:모든피부용 향계열:기타향 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:각질케어 세부제품특징:피부탄력 용기형태:펌프형 용량:350ml(g) :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 세부제품특징:저자극 세부제품특징:피부탄력 세부제품특징:영양공급 세부제품특징:흡수력 용기형태:펌프형 용량:400ml(g) :1개, 포장형태:펌프형 특징:수분공급 특징:영양공급 특징:피부장벽강화 용량:200g :2개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:티어프리 무첨가:저자극 용량:270ml(g) :1개, 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:오일프리 용량:320ml :1개 500ml",11981,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02846
3,B002-02846-00003,"포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무방부제 무첨가:무벤조페논 용량:380ml :1개, 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무방부제 무첨가:무벤조페논 용량:380ml :1개 380ml",11982,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02846
4,B002-00067-00014,"포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:오일프리 무첨가:저자극 무첨가:무벤조페논 용량:700ml :1개, 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무벤조페논 용량:700ml :1개 700ml",156,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00067
5,B002-00067-00015,"포장형태:튜브형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무벤조페논 용량:200ml :1개, 세트수량:2종세트 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 200ml",157,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00067
6,B002-00887-00001,"포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 무첨가:무벤조페논 용량:300ml :1개, 세트수량:3종세트 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 무첨가:무벤조페논 10% 모이스처 로션 300ml",3811,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00887
7,B002-01115-00005,포장형태:캡형 무첨가:오일프리 용량:465ml :1개 465ml,4630,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-01115
8,B002-03214-00001,포장형태:펌프형 특징:피부진정 특징:수분공급 특징:영양공급 용량:300ml(g) :1개 300ml,13468,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03214
9,B002-03214-00002,포장형태:튜브형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:오일프리 무첨가:저자극 용량:50ml(g) :1개 50ml,13469,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03214
