,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01206-00005,"종류:유아선크림 PA지수:PA++++ 자외선차단지수:SPF50+ 포장형태:튜브형 특징:피부진정 특징:수분공급 특징:피부유연 특징:피부장벽강화 무첨가:무향 용량:50g :1개, 세트수량:2종세트 특징:피부진정 특징:수분공급 특징:피부유연 특징:영양공급 특징:피부장벽강화 무첨가:무색소 무첨가:저자극 50ml",5008,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-01206
1,B002-02846-00010,"종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF40 포장형태:콤팩트형 특징:피부진정 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:15g :1개, PA지수:PA+++ 자외선차단지수:SPF50+ 포장형태:쿠션형 특징:수분공급 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:15g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:40 포장형태:콤팩트형 특징:피부진정 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:30g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:40 포장형태:콤팩트형 특징:피부진정 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무벤조페논 용량:15g :1개 ",11989,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-02846
2,B002-01736-00001,"종류:유아선크림 PA지수:PA++ 자외선차단지수:SPF30 포장형태:튜브형 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:오일프리 용량:50ml :1개, 종류:유아선크림 PA지수:PA++++ 자외선차단지수:SPF50+ 포장형태:튜브형 특징:피부진정 특징:수분공급 무첨가:저자극 용량:50ml :1개, 세트수량:2종세트 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:무벤조페논 50ml",7088,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-01736
3,B002-03214-00008,종류:유아선크림 PA지수:PA+++ 자외선차단지수:35 포장형태:튜브형 특징:피부진정 특징:수분공급 무첨가:오일프리 무첨가:저자극 용량:50g :1개 50g,13475,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03214
4,B002-03382-00002,"종류:유아선크림 PA지수:PA++++ 자외선차단지수:SPF50+ 포장형태:튜브형 특징:수분공급 무첨가:무인공향료 무첨가:저자극 무첨가:무벤조페논 용량:50ml :1개, 세트수량:2종세트 특징:수분공급 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무향, 세트수량:4종세트 특징:피부진정 특징:수분공급 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무향, 세트수량:3종세트 특징:피부진정 특징:수분공급 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:오일프리 무첨가:저자극 무첨가:무향, 사용부위:페이스용 사용부위:아이용 피부타입:모든피부용 주요제품특징:저자극 주요제품특징:세정력 주요제품특징:촉촉함(수분공급) 용기형태:파우치형 제품형태:시트형 매수:30매 :1개 50ml",14296,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03382
5,B002-03293-00022,종류:유아선로션 PA지수:PA+++ 자외선차단지수:SPF50+ 포장형태:캡형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 무첨가:무벤조페논 용량:55g :1개 55g,13798,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03293
6,B002-03293-00023,"종류:유아선스틱 PA지수:PA++++ 자외선차단지수:50+ 포장형태:스틱형 특징:피부진정 무첨가:오일프리 무첨가:저자극 용량:21g :1개, 특징:피부진정 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:오일프리 무첨가:저자극 자외선차단방식:무기자차 :1개 21g",13799,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03293
7,B002-03293-00024,"종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:15g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:30g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:15g :1개, 특징:피부진정 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:오일프리 무첨가:저자극 자외선차단방식:무기자차 :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:43 포장형태:콤팩트형 특징:피부진정 무첨가:저자극 용량:30g :1개 15g  본품+리필",13800,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03293
8,B002-03293-00025,"종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:30g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:15g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:43 포장형태:콤팩트형 특징:피부진정 무첨가:저자극 용량:30g :1개 15g",13801,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03293
9,B002-03344-00011,"종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF40 포장형태:쿠션형 특징:피부진정 특징:수분공급 무첨가:저자극 용량:14g :1개, 종류:유아선크림 PA지수:PA+++ 자외선차단지수:40 포장형태:쿠션형 특징:피부진정 특징:수분공급 용량:12g :1개 14g",14129,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03344
