,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01523-00004,"세탁기유형:드럼세탁용 형태:액상형 구성:본품 용량:3000ml(g) 성분:무형광증백제 :1개, 형태:액상형 구성:리필 :1개, 형태:액상형 구성:본품 용량:2L :4개, 형태:가루형 구성:리필, 형태:액상형 구성:본품 :1개, 형태:액상형 구성:본품 :1개, 종류:과탄산소다 형태:가루형 구성:리필 용량:1000ml(g) :1개, 종류:베이킹소다 형태:가루형 구성:리필 용량:2000ml(g) :1개, 종류:과탄산소다 형태:가루형 구성:본품 용량:2000ml(g) :1개, 종류:과탄산소다 형태:가루형 구성:본품 용량:1000ml(g) :1개, 종류:구연산 형태:가루형 구성:본품 용량:1000ml(g) :1개, 종류:과탄산소다 형태:가루형 구성:리필 :1개, 종류:베이킹소다 형태:액상형 구성:리필 :1개, 종류:베이킹소다 형태:스프레이형 구성:본품 용량:400ml(g) :1개, 종류:구연산 형태:가루형 구성:본품 :1개, 종류:구연산 형태:스프레이형 구성:본품 용량:400ml(g) :1개, 종류:베이킹소다 형태:가루형 구성:리필 용량:2000ml(g) :1개, 종류:베이킹소다 형태:가루형 구성:본품 100% 과탄산소다 1kg",5988,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01523
1,B002-01523-00007,종류:베이킹소다 형태:액상형 구성:리필 :1개 400ml,5991,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01523
2,B002-01315-00017,구성:본품 형태:가루형 용량:200ml(g) :1개 100g 2개입,5428,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01315
3,B002-00811-00014,"구성:본품 형태:액상형 용량:465ml(g) :1개, 구성:본품 형태:정제형 :1개, 구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:액상형 용량:680ml(g) :1개, 구성:본품 형태:젤형 용량:120ml(g) :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:정제형 :1개, 구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 :1개, 구성:본품 형태:액상형 :1개, 구성:리필 형태:스프레이형 용량:1000ml(g) :1개, 구성:본품 형태:스프레이형 용량:500ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:스프레이형 용량:450ml(g) :1개, 구성:본품 형태:젤형 :1개, 구성:본품 :1개, 종류:베이킹소다 형태:액상형 구성:본품 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:가루형 :1개, 구성:본품 형태:정제형 용량:160ml(g) :1개, 구성:본품 :1개, 구성:본품 형태:액상형 :1개, 형태:용기형 사용횟수:일회용 주성분:염화칼슘 :1개, 구성:본품 형태:액상형 용량:2000ml :1개, 형태:스프레이형 구성:본품 용도:조리기구 용량:480ml 향:기타 :1개, 구성:본품 용량:500ml :1개, 형태:스프레이형 구성:본품 용도:조리기구 용량:500ml 향:자몽,오렌지 :1개, 구성:본품 형태:액상형 :1개, 형태:캡형 매수:50매 :1팩, 형태:액상형 구성:본품 용량:750ml :1개 99.9% 세탁조 버블 워시 100g 2개입",3500,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
4,B002-00811-00015,구성:본품 형태:액상형 용량:680ml(g) :1개 ,3501,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
5,B002-00811-00016,구성:본품 형태:액상형 용량:465ml(g) :1개 ,3502,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
6,B002-00811-00017,"구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:액상형 용량:750ml(g) :1개, 구성:본품 형태:스프레이형 용량:500ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 용량:500ml :1개, 구성:본품 형태:액상형 용량:2000ml :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 3X폼 스프레이 500ml",3503,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
7,B002-00811-00019,"구성:본품 형태:액상형 :1개, 구성:본품 형태:액상형 :1개 1L",3505,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
8,B002-00811-00022,"구성:본품 형태:스프레이형 용량:750ml(g) :1개, 형태:액상형 구성:본품 용량:750ml :1개 750ml",3507,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
9,B002-00811-00023,구성:본품 :1개 40g x 3개입,3508,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
10,B002-00811-00024,구성:본품 형태:액상형 :1개 230ml,3509,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
11,B002-00811-00025,"구성:본품 형태:액상형 :1개, 구성:본품 형태:가루형 :1개 450ml",3510,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
12,B002-00811-00026,"구성:본품 형태:액상형 용량:680ml(g) :1개, 구성:본품 형태:액상형 :1개 ",3511,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
13,B002-00811-00028,"구성:본품 형태:스프레이형 용량:750ml(g) :1개, 종류:베이킹소다 형태:액상형 구성:본품 :1개 500ml",3513,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
14,B002-00811-00032,형태:액상형 구성:본품 용량:550ml(g) :1개 550ml,3516,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00811
15,B002-00343-00001,구성:본품 형태:액상형 용량:4000ml :1개 4L,1396,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00343
16,B002-00216-00001,"종류:과탄산소다 형태:가루형 구성:리필 :1개, 종류:과탄산소다 형태:가루형 구성:리필 :1개 1.5kg",790,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00216
17,B002-01977-00004,"구성:본품 형태:액상형 :12개, 구성:본품 형태:액상형 :1개 2L",8252,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01977
18,B002-01977-00005,구성:본품 형태:액상형 용량:2000ml :1개 1L,8253,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01977
19,B002-01667-00004,"형태:가루형 구성:본품 :1개, 형태:액상형 구성:본품 용량:1300ml(g) :1개, 형태:액상형 구성:본품 용량:1800ml(g) :1개, 형태:액상형 구성:본품 :6개, 형태:가루형 구성:본품 :1개, 형태:액상형 구성:본품 용량:1300ml(g) :1개, 형태:액상형 구성:본품 :4개, 형태:액상형 구성:본품 용량:2400ml(g) :2개, 형태:액상형 구성:본품 성분:무형광증백제 성분:무CMIT,MIT 성분:EM함유 세탁기유형:일반,드럼겸용 :1개, 형태:액상형 구성:본품 :1개, 형태:액상형 구성:본품 :1개, 형태:가루형 구성:본품 :1개, 구성:본품 형태:가루형 :2개, 형태:액상형 구성:본품 :1개, 형태:액상형 구성:본품 등급:1종 용도:식기 용도:과일 용도:야채 용도:조리기구 :2개, 구성:본품 용량:1L :1개, 구성:본품 용량:3L :2개, 구성:본품 용량:3L :1개 700g",6781,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01667
20,B002-00722-00009,구성:본품 :1개 450g,3038,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00722
21,B002-00722-00010,구성:본품 형태:액상형 :1개 330ml,3039,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00722
22,B002-00722-00011,구성:본품 형태:액상형 :1개 600ml,3040,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00722
23,B002-00244-00018,"구성:본품 형태:액상형 용량:1850ml(g) :1개, 구성:본품 형태:가루형 :3개 1.85L",862,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00244
24,B002-00244-00019,"구성:본품 형태:가루형 용량:450ml(g) :1개, 구성:본품 형태:액상형 :1개 450g",863,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00244
25,B002-02475-00007,구성:본품 형태:시트형 :1개 400g,10780,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-02475
26,B002-00429-00001,"형태:액상형 구성:본품 용도:식기 용도:조리기구 용량:500ml 성분:EM함유 향:기타 :1개, 형태:액상형 구성:본품 :1개 500ml",1642,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-00429
27,B002-01471-00004,"종류:과탄산소다 형태:가루형 구성:본품 용량:5000ml(g) :1개, 종류:과탄산소다 형태:가루형 구성:본품 :1개, 종류:과탄산소다 형태:가루형 구성:본품 :1개 5kg",5851,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01471
28,B002-03655-00014,구성:본품 형태:액상형 용량:500ml(g) :1개 500ml,15319,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-03655
29,B002-03655-00015,"구성:본품 형태:스프레이형 용량:1000ml :1개, 구성:본품 형태:스프레이형 용량:600ml :1개, 구성:본품 형태:스프레이형 용량:510ml :3개, 구성:본품 형태:스프레이형 용량:500ml :2개 500ml",15320,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-03655
30,B002-03655-00017,구성:본품 형태:액상형 용량:600ml :1개 18.5L,15322,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-03655
