,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02355-00004,"성별:남녀공용 몸무게(키즈):11kg 타입:팬티형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :32매, 성별:남녀공용 몸무게(키즈):16kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :26매, 성별:남녀공용 몸무게(키즈):20kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :20매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :22매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :30매, 성별:남녀공용 몸무게(키즈):24kg 타입:팬티형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :18매, 성별:남녀공용 몸무게(키즈):11kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 :160매, 성별:남녀공용 몸무게(키즈):11kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 :40매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 출시:2015년형 :120매 ",9988,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02355
1,B002-01395-00001,"재질:면 사이즈:90x110cm :1매, 재질:면 재질:밤부 사이즈:90x110cm :3매 ",5617,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-01395
2,B002-02231-00024,성별:남녀공용 몸무게(키즈):8~12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 :96매 ,9503,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02231
3,B002-02231-00025,성별:남녀공용 몸무게(키즈):8~12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 :96매 ,9504,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02231
4,B002-02231-00026,"성별:남녀공용 몸무게(키즈):8~12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 :96매, 성별:남녀공용 몸무게(키즈):11~14kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:3D엠보싱시트 기능:뒤처리테이프 출시:2022년형 :26매 ",9505,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02231
5,B002-02231-00029,성별:남녀공용 몸무게(키즈):11~14kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:3D엠보싱시트 기능:뒤처리테이프 출시:2022년형 :26매 ,9507,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02231
6,B002-01418-00001,"성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 :128매, 성별:남녀공용 몸무게(키즈):10kg 타입:팬티형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 출시:2018년형 :144매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 출시:2018년형 :104매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :104매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :88매, 성별:남녀공용 몸무게(키즈):14kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :88매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :80매, 성별:남녀공용 몸무게(키즈):6kg 타입:밴드형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2020년형 :136매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :104매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:3중 흡수층 :72매, 성별:남녀공용 몸무게(키즈):9kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2020년형 :30매, 성별:남녀공용 몸무게(키즈):12kg 타입:밴드형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2020년형 :26매, 성별:남녀공용 몸무게(키즈):12kg 타입:밴드형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2020년형 :22매 2 팬티 L",5711,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-01418
7,B002-02463-00003,"성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :26매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :22매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :18매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :22매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :26매 ",10699,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02463
8,B002-02463-00004,"성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :26매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :26매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :22매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :18매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :22매 ",10700,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02463
9,B002-02463-00005,"성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :26매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :22매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 :18매, 성별:남녀공용 몸무게(키즈):15kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :22매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 기능:5중 흡수층 :26매 ",10701,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-02463
