,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-00027-00001,사이즈:중 :1개 40매 56339,53,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027
1,B002-00439-00009,"가로사이즈:17cm :1개, 가로사이즈:25cm, 가로사이즈:35cm, 가로사이즈:25cm, 용량:50L 17x25cm 300매",1863,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
2,B002-00439-00012,"가로사이즈:17cm :1개, 가로사이즈:25cm, 가로사이즈:35cm, 가로사이즈:25cm, 용량:50L 25x35cm 500매",1865,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
3,B002-01427-00001,가로사이즈:30cm 12.3m x 30cm,5723,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01427
4,B002-00439-00013,"사이즈:미니 :1개, 사이즈:미니 :1개 30매",1866,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
5,B002-00439-00015,"사이즈:대 :1개, 사이즈:미니 :1개, 사이즈:미니 :1개 25cm x 30cm 100매",1868,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
6,B002-02175-00001,"가로사이즈:35cm, 가로사이즈:35cm 35x45cm 500매",9189,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02175
7,B002-00733-00001,가로사이즈:25cm 25x35cm 200매,3076,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00733
8,B002-01815-00001,"가로사이즈:25cm, 가로사이즈:30cm, 가로사이즈:17cm :1개, 가로사이즈:17cm :1개 25x35cm 500매",7376,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01815
9,B002-02380-00005,사이즈:특대 :3개 30x35cm 20매,10257,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02380
10,B002-01649-00001,가로사이즈:30cm 30x40cm 200매,6709,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01649
11,B002-00027-00002,"사이즈:소 :1개, 사이즈:중 :1개 50매",54,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027
12,B002-00609-00002,"가로사이즈:17부터cm, 가로사이즈:34x42cm, 가로사이즈:25cm, 가로사이즈:25cm, 가로사이즈:25 x 35cmcm, 용량손잡이유무투명정도:5L, 종류매수겹수롤수:키친타월, 종류:키친타월, 가로사이즈:25cm 30x45cm 300매",2415,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00609
13,B002-00439-00027,"가로사이즈:25cm, 가로사이즈:25cm 25x35cm 100매",1877,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
14,B002-00439-00033,사이즈:소 :1개 25x30cm 50매,1881,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
15,B002-01427-00002,사이즈:대 :1개 21.5x17cm 12매,5724,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01427
16,B002-01771-00003,"사이즈:대 :1개, 사이즈:중 :1개 18x20cm 150매",7198,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01771
17,B002-00027-00008,"사이즈:중 :1개, 사이즈:중 :1개 12매 1011600",56,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027
18,B002-01833-00001,"가로사이즈:40cm, 가로사이즈:45cm, 가로사이즈:35cm, 가로사이즈:17cm :1개, 가로사이즈:25cm 40x50cm 500매",7447,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01833
19,B002-01833-00002,"가로사이즈:40cm, 가로사이즈:45cm, 가로사이즈:35cm, 가로사이즈:25cm, 가로사이즈:17cm :1개 17x25cm 100매",7448,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01833
20,B002-00439-00053,"사이즈:미니 :1개, 사이즈:미니 :1개 15x10 20매",1889,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00439
21,B002-02629-00001,사이즈:중 20매,11345,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02629
22,B002-02629-00002,사이즈:대 :1개 21.5x17cm 12매,11346,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02629
23,B002-02629-00003,"사이즈:중 :1개, 사이즈:중 :1개, 사이즈:중 :2개 25매",11347,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02629
24,B002-02709-00002,사이즈:대 :1개 30x35cm 20매,11569,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02709
25,B002-00629-00007,"사이즈:대 :1개, 사이즈:소 :1개, 사이즈:소 :1개, 사이즈:대 :1개 18x22cm 50매",2468,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00629
26,B002-02629-00004,사이즈:대 :1개 30cmx30cm 8매,11348,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02629
