,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02918-00027,"사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용량:210ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:210ml(g) :1개 210ml",12305,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-02918
1,B002-01153-00001,"종류:쉐이빙폼 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:풍부한 거품 주요제품특징:저자극 용기형태:뚜껑형 용량:225ml(g) :1개, 종류:쉐이빙폼 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 용기형태:뚜껑형 용량:100ml(g) :1개 225g",4811,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-01153
2,B002-02375-00001,"피부타입:모든피부용 :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 용기형태:튜브형 용량:205ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:140ml(g) :1개, 사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용기형태:튜브형 용량:20ml(g) :2개 205g",10191,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-02375
3,B002-02375-00002,"피부타입:모든피부용 :1개, 사용부위:페이스용 용량:190ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 용기형태:튜브형 용량:205ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:140ml(g) :1개, 사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용기형태:튜브형 용량:20ml(g) :2개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:풍부한 거품 주요제품특징:저자극 용기형태:원터치형 용량:140ml(g) 190g",10192,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-02375
4,B002-00739-00001,사용부위:페이스용 피부타입:모든피부용 피부타입:민감성 종류:쉐이빙젤 용기형태:펌프형 용량:200ml(g) :1개 200ml,3100,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-00739
5,B002-01654-00001,"사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:300ml(g) :1개, 사용부위:페이스용 사용부위:넥 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:파우치형 용량:250ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 :1개 300ml",6716,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-01654
6,B002-01879-00003,사용부위:페이스용 피부타입:모든피부용 용량:200ml(g) :1개 200ml,7731,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-01879
7,B002-02989-00001,사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 용기형태:튜브형 용량:175ml(g) 175ml,12679,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-02989
8,B002-03386-00001,"사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:저자극 용기형태:펌프형 용량:300ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:300ml(g) :1개, 사용부위:페이스용 종류:쉐이빙크림 주요제품특징:저자극 용량:66ml(g) :1개, 사용부위:페이스용 종류:쉐이빙크림 주요제품특징:저자극 용량:66ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:튜브형 용량:66ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 용기형태:튜브형 용량:198ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:300ml(g) :1개, 사용부위:페이스용 종류:쉐이빙크림 주요제품특징:저자극 용량:66ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:튜브형 용량:66ml(g) :1개, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 주요제품특징:저자극 :단품세트, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 주요제품특징:저자극 세부제품특징:흡수력 세부제품특징:피부진정 :단품세트, 피부타입:모든피부용 주요제품특징:촉촉함(수분공급) 주요제품특징:저자극 3종 세트",14299,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-03386
9,B002-03066-00012,"사용부위:페이스용 주요제품특징:저자극 용량:220ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 주요제품특징:저자극 용량:60ml :1개 210g",12939,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-03066
10,B002-03066-00013,"사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 용기형태:펌프형 용량:250ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:편리한 사용성 용기형태:펌프형 용량:199ml(g) 250g",12940,B002-C001-0002,B002-C002-0006,B002-C003-0031,B002-03066
