,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-02246-00005,"헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:45ml(g) :1개, 세트구성:샴푸 세트구성:트리트먼트 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 45ml",9577,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02246
1,B002-03117-00004,"세트구성:샴푸 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 80ml",13204,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-03117
2,B002-02975-00001,헤어타입:손상 모발용 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:150ml(g) :1개 150ml,12585,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
3,B002-02975-00002,헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:150ml(g) :1개 150ml,12586,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
4,B002-02975-00003,"헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:130ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:212ml(g) :1개 130ml",12587,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
5,B002-02975-00004,"헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:130ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:212ml(g) :1개 130ml + 65ml + 15ml + 2ml",12588,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
6,B002-02975-00005,"헤어타입:모든 모발용 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 용량:355ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:65ml(g) :1개, 헤어타입:모든 모발용 제품형태:오일형 주요제품특징:머릿결개선 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:손상 모발용 용량:195ml(g) :1개, 헤어타입:모든 모발용 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 제품형태:오일형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:촉촉함(수분공급) 용량:190ml(g) 355ml",12589,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
7,B002-02975-00006,"헤어타입:모든 모발용 주요제품특징:향 주요제품특징:분사력 세부제품특징:촉촉함(수분공급) 세부제품특징:흡수력 용량:200ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:분사력 세부제품특징:촉촉함(수분공급) 세부제품특징:흡수력 용량:120ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:분사력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 용량:120ml(g) :1개, 헤어타입:모든 모발용 세부제품특징:촉촉함(수분공급) 용량:80ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:분사력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:흡수력 용량:120ml(g) :1개, 세트구성:헤어에센스 세트구성:헤어미스트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 200ml",12590,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
8,B002-02975-00007,"헤어타입:모든 모발용 제품형태:스프레이형 세부제품특징:윤기부여 용량:150ml(g) :1개, 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 세부제품특징:촉촉함(수분공급) 용량:80ml(g) :1개, 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개 150ml",12591,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
9,B002-02975-00008,"헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:150ml(g) :1개, 헤어타입:손상 모발용 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:212ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:130ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:210ml(g) :1개, 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:60ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:270ml(g) :1개, 헤어타입:손상 모발용 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:영양공급 용량:345ml(g) :1개, 헤어타입:모든 모발용 용량:190ml(g) 구성:본품 :1개, 제품형태:스프레이형 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:180ml(g) 기타:리미티드에디션 :1개, 헤어타입:모든 모발용 용량:60ml(g) 구성:본품 :1개, 헤어타입:모든 모발용 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:175ml(g) :1개, 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급), 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:윤기부여 세부제품특징:영양공급 용량:495ml(g), 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:675ml(g), 세트구성:트리트먼트 세트구성:헤어에센스 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 150ml",12592,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02975
