,제품,제품특성,ID,대분류,중분류,소분류,브랜드
0,B002-01523-00018,헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 용량:300ml(g) :1개 300ml,6005,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01523
1,B002-01939-00007,제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개 300ml,8029,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01939
2,B002-01939-00008,헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:세팅력 세부제품특징:고정력 용량:400ml(g) :1개 400g,8030,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01939
3,B002-00426-00002,"헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 용량:300ml(g) :1개, 제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개, 헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:고정력 용량:300ml(g) :1개 300ml",1636,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00426
4,B002-03108-00020,세부제품특징:고정력 용량:80ml(g) :1개 9 80g,13125,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108
5,B002-03108-00021,헤어타입:모든 모발용 제품형태:스프레이형 세부제품특징:고정력 용량:300ml(g) :1개 300ml,13126,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108
6,B002-03108-00022,헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개 300ml,13127,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108
7,B002-00502-00001,"헤어타입:모든 모발용 제품형태:리퀴드형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개, 제품형태:스프레이형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개, 제품형태:스프레이형 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개 100ml",2095,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00502
8,B002-00563-00003,용량:150ml(g) :1개 150g,2278,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00563
9,B002-00142-00002,주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:130ml(g) :1개 130g,553,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00142
10,B002-00142-00003,"제품형태주요제품특징주요제품특징세부제품특징용량혜택조건:크림형, 제품형태주요제품특징주요제품특징세부제품특징세부제품특징용량:크림형, 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:130ml(g) :1개, 주요제품특징주요제품특징세부제품특징용량:세팅력, 제품형태:크림형 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:200ml(g) :1개, 제품형태주요제품특징주요제품특징세부제품특징용량:크림형, 제품형태주요제품특징주요제품특징세부제품특징용량:크림형, 제품형태주요제품특징주요제품특징세부제품특징세부제품특징용량:크림형, 제품형태주요제품특징주요제품특징세부제품특징세부제품특징용량혜택조건:로션형, 제품형태주요제품특징주요제품특징세부제품특징세부제품특징용량혜택조건:로션형, 사용용도사용용도사용용도사용용도종류:범용오일, 헤어타입:모든 모발용 주요제품특징:윤기부여 :본품 50g",554,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00142
11,B002-00142-00004,"제품형태:크림형 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:200ml(g) :1개, 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:130ml(g) :1개 200ml",555,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00142
12,B002-02375-00003,"헤어타입:모든 모발용 제품형태:스프레이형 세부제품특징:고정력 용량:170ml(g) :1개, 제품형태:스프레이형 세부제품특징:고정력 용량:253ml(g) :1개, 헤어타입:모든 모발용 제품형태:스프레이형 세부제품특징:고정력 용량:253ml(g) :1개 253ml",10193,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02375
13,B002-02375-00004,"제품형태:크림형 주요제품특징:세팅력 세부제품특징:고정력 용량:80ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 제품형태:크림형 주요제품특징:세팅력 용량:80ml(g) :1개 80g",10194,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02375
14,B002-02375-00005,주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개 80g,10195,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02375
15,B002-02375-00006,"제품형태:크림형 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:볼륨효과 세부제품특징:고정력 용량:80ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개 80g",10196,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02375
16,B002-02375-00007,"주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 제품형태:크림형 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:볼륨효과 세부제품특징:고정력 용량:80ml(g) :1개, 제품형태:크림형 주요제품특징:세팅력 세부제품특징:고정력 용량:80ml(g) :1개, 제품형태:크림형 주요제품특징:세팅력 용량:80ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개, 주요제품특징:세팅력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:95ml(g) :1개 80g",10197,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02375
