제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-00676-00001,"사용횟수:일회용 재질:스테인리스스틸, 사용횟수:일회용 재질:스테인리스스틸, 사용횟수:일회용 재질:스테인리스스틸 1박스 총 12롤",2734,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,22,30,10,12,24,8,16,32,40,24,8,24,8,0,8,8,23,10,14,17,21,90,75,79,57,40,160,197,130,159,223,177,167,103,50,133,171,98,102,90,10,10,12,14,15,64,13,19,13,11,9,9,11,8,7,7,7,14,9,10,6,12,14,6,3,2,5,26,29,25,25,25,20,56,20,28,55,22,36,124,52,38,36,27,50,49,123,95,58,30,48,26,10,5,10,6,2,2,16,19,31,13,19,6,10,4,5,47,40,70,60,119,65,49,45,55,26,19,10,123,97,84,78,29,21,11,18,24,38,24,29,18,25,10,13,10,5,6,5,5,2,4,7,25,27,10,10,43,43,51,35,31,6,8,12,11,36,31,29,2,3,7,7,7,12,13,2,1,1,34,16,12,2,3,2,6,7,6,1,1,0,0,3,3,3,6,4,0,0,1,1,4,3,3,0,0,2,3,8,6,5,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4,6,3,2,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00915-00001,사용횟수:다회용 재질:합성수지 재질:연마석 재질:부직포 150x230mm AL-345,4050,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,17,0,0,34,33,37,3,8,5,5,3,3,3,10,31,17,4,1048,1337,1359,299,2252,2161,2140,37,63,87,63,10,3,0,0,74,106,139,113,80,47,104,144,237,176,141,54,4,0,0,0,70,70,70,67,10,66,69,59,2,0,0,2,98,141,155,110,2,0,84,97,124,59,59,11,7,107,123,190,154,134,0,0,10,1046,1046,1046,1054,84,90,71,54,120,223,217,152,32,22,13,0,13,13,13,0,0,0,10,33,97,87,63,7,17,43,52,55,32,17,3,7,7,13,7,1,1,1,1,7,13,7,0,0,47,53,57,57,57,53,51,87,87,153,153,115,115,12,48,77,53,53,20,20,50,50,50,0,0,0,0,23,26,20,22,174,177,87,107,27,20,3,70,140,127,46,74,75,147,110,104,16,16,65,146,149,128,84,43,13,30,48,146,109,7,7,0,18,18,40,23,16,7,13,15,18,124,124,105,55,53,33,124,241,257,251,94,56,114,196,181,65,83,83,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,20,17,0,20,50
B002-01269-00001,사용횟수:일회용 재질:폴리프로필렌 100매,5262,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-01269,20,17,16,25,25,26,55,67,67,30,14,14,16,11,16,16,18,22,22,29,28,25,21,16,22,20,24,16,16,7,4,5,9,13,16,20,17,17,25,33,38,35,26,17,17,16,18,18,17,17,16,16,19,19,27,31,31,29,21,27,27,29,29,28,24,21,27,26,26,30,29,25,25,25,25,29,25,20,24,28,25,24,17,18,9,14,11,20,28,34,28,20,16,17,21,28,32,27,17,14,16,22,30,25,22,21,20,20,18,20,20,23,24,24,17,23,23,25,26,20,19,20,20,17,16,14,11,13,13,19,19,22,25,29,25,18,17,38,61,62,48,31,30,27,24,27,25,26,19,19,19,41,41,43,31,34,32,32,33,55,63,43,43,40,21,36,58,58,24,24,17,15,28,37,38,32,26,26,30,34,44,41,61,82,100,95,78,68,54,46,33,33,37,38,51,51,43,34,34,28,32,39,58,67,67,70,71,71,62,62,65,77,77,63,77,69,79,56,56,44,39,38,34,35,34,38,34,41,48,64,64,64,60,53,55,55,69,67,62,67,58,63,51,59,65,74,55,55,56,56,57,47,28,24,16,27,46,77,77,83,55,55,55,52,64,53,55,55,54,54,43,44,37,31,31,47,47,45,40,43,41,40,27,31,41,57,62,57,44,39,29,39,43,52,49,36,22,22,39,49,31,31,34,35,36,31,37,49,58,52,40,32,27,45,55,53,35,24,27,30,29,55,53,35,30,30,34,40,39,44,40,40,48,48,49,61,61,60,60,42,37,35,35,35,35,29,41,41,80,80,79,60,55,56,51,57,57,50,42,28,28,54,73,52,52,46,44,38,29,29,1,1,2,2,2,3,3,3,2,2,2,2,2,4,4,3,0,0,0,0,4,14,14,30,38,40,38,44,44,53,53,44,33,52,68,52,44,32,35,35,44,45,35,39,39,47,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,42,43,20,63,11
B002-01269-00002,사용횟수:일회용 재질:폴리프로필렌 60매 x 1롤,5263,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-01269,13,13,20,23,24,19,22,16,16,11,14,11,19,20,25,17,13,22,22,25,25,25,24,21,16,13,22,21,26,16,17,28,35,41,41,42,42,32,32,38,38,38,31,17,10,9,9,12,17,20,21,13,10,12,15,15,10,5,5,10,15,18,17,14,14,15,11,13,14,16,16,9,10,9,17,22,30,21,19,17,22,25,22,13,13,12,11,16,23,25,13,13,13,15,19,23,24,25,21,21,23,20,23,20,23,19,15,15,10,17,28,26,26,18,23,22,22,22,23,28,28,16,16,39,36,19,19,11,10,22,29,33,21,22,27,31,30,26,26,22,21,24,23,24,20,20,15,23,20,19,13,31,31,26,27,28,31,28,59,58,58,67,35,19,19,24,46,56,56,24,24,18,33,40,32,32,19,19,31,31,33,34,22,20,19,24,26,47,57,38,29,16,14,27,36,36,22,21,18,13,18,30,40,35,17,32,56,56,55,45,25,17,19,27,41,41,21,18,17,18,27,34,37,42,44,41,30,20,18,30,35,35,18,11,12,23,25,22,18,14,15,18,24,26,29,20,26,28,40,39,47,36,26,31,24,25,28,42,83,101,58,47,32,46,69,79,66,59,60,49,60,91,91,142,116,100,41,56,39,34,29,24,22,21,24,25,23,17,17,14,13,23,28,38,31,26,14,18,23,31,29,32,29,27,23,27,29,34,32,25,16,20,26,29,23,24,22,33,33,46,47,23,24,11,27,27,34,0,48,43,43,23,16,32,32,36,31,31,24,26,30,42,33,24,17,17,15,39,39,38,17,24,24,21,24,22,22,16,10,10,10,23,30,25,8,8,8,19,20,20,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,13,13,36,36,24,22,22,21,21,14,12,12,19,20,22,13,13,10,14,14,15,14,15,13,19,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,5,24,3,5,35
B002-03223-00001,"사용횟수재질:다회용, 사용횟수재질:다회용, 사용횟수재질:다회용, 등급용도용도용도용도용량:1종, 사용횟수재질:다회용, 사용횟수재질:다회용, 구성등급용도용도용도용도용량:본품, 재질:기타, 사용횟수재질재질재질:다회용, 사용횟수재질:다회용, 사용횟수재질재질재질:다회용, 사용횟수재질재질:일회용, 사용횟수재질:다회용, 사용횟수재질:다회용, 재질재질:삼베 3개입 x 3팩",13497,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-03223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,4,4,4,4,5,4,4,3,4,4,3,2,1,1,1,1,2,2,5,8,8,6,3,4,4,5,5,6,5,3,4,8,8,6,4,5,6,7,7,8,7,6,4,3,5,5,6,5,5,5,6,6,7,7,7,7,6,7,9,10,8,5,4,3,3,4,5,5,4,4,5,7,8,8,6,5,4,4,4,5,8,6,5,5,5,6,6,3,4,4,5,5,6,6,10,12,14,8,6,5,6,8,7,5,5,4,6,6,7,5,4,4,3,3,4,4,4,2,2,2,4,4,3,4,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,4,4,4,4,5,4,3,1,1,3,4,4,3,3,1,2,2,3,4,5,5,4,3,4,4,5,5,5,3,3,3,3,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-03345-00001,"사용횟수:다회용 재질:면 재질:셀룰로오스, 사용횟수:다회용, 사용횟수:다회용, 사용횟수:다회용 10개 2개입x5",14149,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-03345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,4,3,4,1,2,4,4,4,5,4,1,2,4,3,2,4,6,6,1,6,3,4,4,7,4,6,8,4,6,7,6,2,3,4,7,7,6,5,2,4,5,0,3,5,5,6,4,1,1,1,2,3,5,4,1,0,1,4,3,6,7,4,4,8,8,4,6,6,2,2,5,4,2,6,4,4,1,5,2,4,4,5,7,6,6,6,7,7,6,4,7,3,6,5,6,4,10,1,5,3,3,5,4,5,3,2,3,5,4,3,1,1,3,4,4,4,5,5,4,6,8,6,7,5,5,5,1,3,3,2,5,5,5,4,4,4,7,4,5,6,5,7,3,3,5,6,1,5,4,6,8,7,6,6,7,4,4,6,10,2,3,4,7,3,5,4,5,8,1,5,3,4,6,6,3,3,4,3,4,3,1,0,2,2,3,8,6,8,4,5,3,3,4,0,0,0,2,2,2,2,1,3,1,2,3,3,0,0,2,5,5,2,5,1,5,3,7,1,3,4,3,3,7,4,1,1,2,5,2,5,0,1,2,2,2,6,5,3,4,5,3,6,4,8,3,3,5,3,4,0,0,3,3,3,5,6,15,10,2,3,5,8,1,4,11,0,1,1,1,1,1,2,2,0,0,2,4,3,0,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-03345-00002,"사용횟수:다회용, 사용횟수:다회용 재질:면 재질:셀룰로오스, 사용횟수:다회용, 사용횟수:다회용 ",14150,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-03345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,1,30,50,61,42,41,52,33,33,50,49,62,20,30,52,22,60,40,67,67,52,48,38,41,21,31,41,21,53,68,58,22,51,6,6,0,0,0,2,2,4,2,2,0,0,0,0,0,2,0,1,0,1,0,0,0,5,5,7,4,4,2,2,2,3,2,2,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,1,1,1,0,0,1,1,2,2,2,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,0,2,2,2,1,0,0,0,0,0,1,1,0,0,0,5,14,15,10,2,2,2,2,2,1,1,1,0,0,0,1,2,3,2,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,1,6,6,6,7,1,0,0,0,8,8,8,4,4,4,1,1,1,0,0,2,2,2,0,0,0,10,20,20,30,12,3,33,16,16,21,1,16,6,1,6,5,15,10,0,20,20,6,15,21,11,26,15,9,4,0,5,5,6,1,16,1,12,17,7,7,17,9,3,6,6,1,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00900-00001,"사용횟수:다회용 재질:기타, 사용횟수:다회용 재질:기타 ",3973,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,12,13,9,9,10,12,20,25,24,27,29,32,26,21,18,18,19,25,39,42,40,24,27,27,26,27,25,23,21,20,24,21,22,21,24,24,29,30,27,24,24,28,31,39,49,47,35,29,26,26,33,35,42,35,28,28,31,53,67,131,131,128,96,42,42,124,136,127,18,16,15,19,18,20,20,19,19,25,28,33,35,41,34,23,28,35,73,73,66,28,17,17,18,19,15,15,11,9,14,14,19,21,22,38,51,77,101,93,77,61,44,38,40,33,44,58,75,70,55,49,43,42,42,49,40,40,43,46,47,48,85,81,65,22,33,45,43,30,31,29,31,24,28,28,27,24,21,23,28,30,24,20,8,8,8,18,25,33,57,63,57,37,33,35,26,29,32,28,24,22,34,35,23,22,19,18,16,21,26,32,31,24,25,28,34,32,27,23,18,15,17,15,23,19,19,16,17,20,22,19,17,12,8,6,18,23,25,18,19,22,18,16,17,22,19,14,14,16,20,19,26,22,17,15,15,20,16,25,22,17,11,12,18,21,21,19,20,20,21,26,29,43,38,38,21,18,22,21,18,11,11,13,20,20,24,19,20,15,15,18,15,15,16,52,58,55,20,13,14,15,52,58,4,6,14,22,18,11,11,8,10,10,12,7,8,9,12,11,16,36,35,35,16,13,14,13,12,48,88,88,103,68,66,89,89,159,125,94,94,18,24,24,19,19,13,13,18,18,18,16,16,18,21,25,34,35,37,25,15,11,11,20,20,17,10,5,4,8,18,22,24,23,19,16,18,17,20,17,16,16,14,8,8,10,15,17,20,20,18,15,13,13,14,16,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,8,15,10,10
B002-00908-00002,사용횟수:다회용 ,4035,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,197,19,18,6,8,9,20,31,31,13,23,26,28,28,28,28,23,39,49,49,44,31,21,21,30,24,30,39,39,20,24,28,54,64,61,34,24,22,35,57,62,63,45,38,27,24,35,46,62,50,37,33,39,49,54,73,55,55,67,67,71,84,57,44,44,223,252,61,79,90,105,83,79,90,0,44,34,32,32,22,39,0,56,69,69,63,73,70,135,144,147,95,66,67,54,69,64,89,76,68,68,68,98,97,97,40,40,29,30,31,28,34,31,30,26,45,67,70,68,59,91,88,84,63,75,81,85,80,77,81,81,89,72,57,54,66,70,65,53,60,48,71,81,80,57,37,48,44,44,43,41,37,29,22,0,0,56,54,49,49,66,53,47,47,105,114,112,58,41,38,28,22,53,62,28,18,18,15,43,41,41,70,44,48,13,20,24,30,25,21,16,27,36,39,90,80,79,14,22,21,20,13,10,16,15,33,29,49,44,55,40,37,37,34,19,14,10,14,23,24,30,29,14,10,14,23,379,42,50,41,43,43,36,41,38,45,38,43,42,41,41,42,42,50,50,53,72,60,53,53,55,56,56,39,39,33,48,48,68,57,41,52,51,62,51,50,50,41,41,46,55,41,40,48,51,56,56,69,58,49,35,38,32,45,45,49,40,24,23,39,39,62,62,55,55,55,54,51,56,53,53,50,39,39,26,20,22,22,22,28,28,48,48,51,48,48,46,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,20,48,37,5,49
B002-00416-00001,사용횟수:다회용 재질:부직포 4개입,1598,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00416,14,17,18,34,44,44,41,19,23,19,28,36,37,29,25,18,21,32,32,38,30,21,17,19,21,20,18,15,19,18,21,17,19,17,30,31,49,48,70,46,42,23,24,28,27,41,35,24,31,25,23,28,25,31,37,41,38,32,25,14,22,28,46,14,21,31,24,12,7,7,5,5,4,5,10,14,12,8,4,13,10,11,9,7,10,3,7,7,8,13,11,16,12,5,15,14,11,4,1,1,5,5,6,16,9,11,9,7,10,9,13,10,20,19,21,13,31,25,21,13,5,8,14,23,34,21,26,12,20,24,23,17,22,16,18,17,16,22,28,22,14,10,12,13,24,21,30,16,11,15,23,20,22,14,21,19,26,26,39,45,43,40,27,20,19,22,38,39,39,23,11,15,11,17,24,24,21,17,12,13,12,17,22,19,18,15,16,11,14,10,6,12,8,11,10,11,13,6,12,14,16,9,17,11,4,10,8,7,7,7,10,7,6,3,6,6,4,9,6,8,10,12,11,3,8,5,6,9,10,4,16,2,13,17,17,19,20,19,8,19,14,10,15,17,11,13,15,15,13,12,5,4,4,5,7,12,19,11,23,19,15,19,12,14,20,12,10,14,11,11,13,22,12,18,4,4,3,3,2,1,2,2,3,3,3,2,3,7,8,7,2,2,3,2,1,0,0,1,2,7,6,7,2,2,1,2,5,8,9,6,3,3,4,6,6,4,3,1,1,1,2,6,4,3,2,2,1,2,3,2,1,1,1,4,5,7,7,4,7,4,8,7,12,8,4,4,4,5,9,8,8,10,8,11,12,10,8,5,5,3,3,3,4,7,6,5,3,9,14,14,15,10,6,5,7,7,5,3,11,7,4,6,12,12,6,6,5,5,8,14,14,12,12,5,5,6,3,4,6,6,8,6,6,4,3,3,3,1,2,2,4,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,3,15,11
