제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-00338-00001,용도:휴대용 ,1392,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,10,13,12,10,7,0,5,3,2,1,1,0,0,0,0,0,1,4,4,2,3,3,3,6,4,2,2,3,3,4,5,5,7,9,10,9,8,7,4,4,5,6,7,8,9,9,7,5,7,10,12,14,11,11,6,10,21,32,20,20,11,12,9,10,10,11,11,12,12,12,16,15,13,10,8,5,6,6,7,8,8,6,6,9,11,12,10,11,10,13,15,16,11,9,9,8,9,10,12,15,15,14,9,6,12,13,15,14,12,9,7,10,10,11,10,7,4,9,11,13,12,11,12,8,6,6,10,11,9,9,11,11,15,14,13,9,8,6,8,7,13,13,13,11,11,12,13,15,15,17,12,10,6,12,16,17,11,10,11,10,10,13,14,14,11,9,10,14,16,13,8,7,7,5,7,8,6,7,7,7,7,7,7,7,7,7,6,6,7,5,6,5,5,4,4,6,8,8,9,9,9,8,9,10,10,9,8,9,9,11,9,7,5,4,3,4,6,5,5,7,6,5,7,6,6,5,3,5,5,2,9,8,11,11,11,10,8,8,8,11,9,10,11,9,11,12,10,6,3,3,5,5,7,8,7,6,6,5,6,7,7,8,6,6,5,5,5,6,5,5,5,6,6,6,4,5,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,11,5,7,1,6
B002-03249-00002,용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:80W 901 GR,13542,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,9,10,16,16,18,15,17,15,14,13,15,11,11,11,15,15,17,15,14,17,18,22,25,17,19,16,17,14,18,25,21,19,19,14,14,15,14,10,14,17,19,35,31,27,24,21,13,13,22,26,22,12,14,11,13,13,12,4,4,7,8,8,7,7,7,7,6,2,2,5,5,7,9,9,8,5,5,7,5,5,2,0,1,3,6,5,3,3,2,4,2,2,2,2,3,2,2,3,5,7,4,3,2,2,3,4,6,6,5,5,6,6,6,7,6,4,2,2,4,4,6,7,7,9,7,8,9,8,4,4,3,4,4,4,4,7,8,7,4,3,5,5,6,6,5,5,6,6,7,9,9,9,7,7,6,8,8,5,6,4,4,4,5,6,6,6,4,4,5,6,5,4,4,5,3,6,7,7,7,6,6,6,6,7,6,6,7,5,5,7,7,5,6,7,6,4,4,4,6,6,8,5,7,5,7,8,8,9,8,7,10,9,10,10,7,7,9,9,9,8,7,5,3,8,12,14,17,14,13,10,13,16,15,14,11,11,6,10,10,10,3,2,4,6,10,10,11,15,12,10,7,8,11,10,14,11,9,7,7,9,10,14,11,9,4,7,8,10,10,11,9,8,8,12,15,13,11,13,11,10,11,11,10,6,4,3,7,8,10,11,9,8,9,12,12,10,10,10,6,8,8,11,11,12,15,11,13,13,16,16,12,12,10,9,11,13,14,21,20,15,12,13,16,16,20,12,10,9,8,11,11,8,7,5,8,13,13,11,8,8,7,6,7,9,12,10,12,8,8,8,11,8,7,5,4,9,11,13,19,21,23,18,10,11,13,26,34,32,24,18,18,18,19,14,8,7,7,13,14,17,20,17,17,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,3,5,2,7,9
B002-00244-00031,제품형태:거품형 구성:본품 용량:500ml :1개 500ml,875,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,6,6,4,4,2,2,2,7,10,10,11,7,7,4,5,5,6,1,4,4,5,6,10,6,5,4,4,5,2,4,0,3,3,3,2,2,1,1,4,4,4,0,0,0,1,1,1,0,2,2,2,2,1,2,1,1,0,0,2,1,2,1,1,0,1,2,2,5,5,5,4,6,9,5,4,4,3,3,3,24,28,25,4,0,0,3,0,0,0,0,3,3,3,3,0,0,3,21,21,24,3,3,12,12,15,12,9,6,6,6,6,3,3,6,3,3,6,3,3,0,3,3,6,6,3,3,0,0,0,0,0,0,0,0,9,12,6,3,6,6,3,6,4,7,7,4,1,3,6,3,3,0,0,3,16,16,17,5,4,3,0,0,3,9,9,6,0,0,3,4,10,10,9,6,3,4,4,4,7,4,4,4,3,3,3,3,0,0,0,1,17,16,1,0,0,1,1,4,4,3,3,3,4,4,4,6,9,9,3,3,3,4,7,4,3,0,0,3,3,3,4,3,6,6,9,6,3,0,3,6,6,3,3,3,0,3,3,3,3,3,3,3,3,0,0,6,6,6,0,0,0,0,3,6,12,6,6,3,3,6,3,3,3,3,0,0,6,6,9,6,6,3,3,6,6,6,0,0,0,9,9,12,3,3,0,3,0,6,6,6,3,3,3,3,3,3,12,9,9,6,3,6,6,3,0,0,0,3,3,3,3,6,6,6,6,6,6,3,0,0,0,0,0,9,18,21,21,15,6,3,0,0,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,6
B002-03611-00001,"용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:80W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:95W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병6개 소비전력:80W 4세대 플러스",15142,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,10,8,3,4,6,8,14,14,13,14,11,12,12,10,10,6,5,8,10,9,12,11,7,7,8,15,17,18,18,5,5,5,5,6,6,7,6,6,6,11,16,11,11,7,8,7,6,7,9,8,5,6,9,13,14,12,11,7,9,6,13,4,10,11,11,5,6,8,12,10,8,8,8,7,9,10,5,5,4,4,4,9,8,5,5,4,5,4,4,6,12,12,9,9,9,10,14,7,10,7,8,10,5,7,4,6,4,2,4,3,4,3,6,5,5,7,10,10,8,7,8,7,8,11,14,9,10,6,4,7,8,11,1,1,1,1,7,9,8,7,4,4,5,5,6,4,3,6,5,7,5,6,5,11,12,12,8,5,5,5,6,4,4,4,3,5,5,5,4,1,1,1,2,5,5,6,4,4,3,4,6,7,11,9,8,8,9,10,4,3,3,4,4,4,3,7,6,6,3,7,7,11,7,10,7,7,6,10,10,13,13,12,10,7,7,4,3,2,3,3,10,14,17,14,10,8,7,7,10,10,8,5,7,6,6,6,5,6,6,5,4,5,5,5,6,6,6,5,3,9,10,12,6,5,2,3,4,5,5,6,5,4,3,5,6,6,6,6,5,4,5,0,3,1,2,3,2,0,1,1,1,1,1,2,1,0,0,0,0,2,3,1,1,1,0,0,1,1,3,2,3,0,0,1,6,6,3,4,1,3,3,4,6,1,6,0,1,1,1,2,2,2,4,3,3,4,2,5,5,2,2,4,4,3,4,2,2,3,4,2,3,2,4,2,3,3,3,3,2,2,0,0,1,1,3,2,3,0,1,2,4,1,4,5,1,2,3,5,4,5,2,5,1,3,4,2,5,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,0,1,2,0,0,0,1
B002-01414-00001,제품형태:액상형 구성:본품 용량:750ml 무첨가:무색소 특징:저자극 :2개 1종 주방세제 750ml,5690,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-01414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,2,2,36,36,46,46,10,0,0,12,18,22,10,10,6,6,2,4,2,2,4,4,4,2,4,2,4,4,4,0,4,2,4,6,8,8,6,4,2,2,2,2,0,0,2,2,4,4,4,2,2,2,12,18,18,6,0,0,2,2,2,2,2,2,2,2,4,4,4,2,2,0,2,2,2,2,4,4,4,4,2,2,2,0,0,0,0,0,2,2,0,0,0,0,32,36,38,4,2,2,2,2,2,2,6,6,6,4,4,2,4,2,4,2,6,4,6,4,2,2,2,2,2,4,2,2,0,1,0,4,4,4,4,4,6,4,2,0,0,0,2,1,2,1,1,1,2,2,2,1,0,1,3,2,2,1,0,1,2,2,2,1,1,1,3,3,2,1,1,0,0,1,1,1,1,1,1,2,2,2,0,0,0,1,1,1,2,1,2,1,2,1,10,10,11,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,2,3,3,3,2,1,0,0,2,2,3,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,0,0,0,1,1,1,2,2,2,5,5,2,2,2,1,1,1,6,7,8,4,2,2,1,2,2,3,2,2,2,1,1,1,1,2,2,3,2,2,1,1,1,1,0,1,1,1,1,1,1,4,5,7,4,1,1,2,2,2,1,1,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B002-03419-00001,"연령연령연령연령연령타켓연령:1세, 형태용량재질재질타켓연령연령연령연령연령:빨대형, 형태용량재질재질타켓연령연령연령연령연령:빨대형, 연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령:1세, 연령연령연령연령연령연령타켓연령:1세, 연령연령연령연령연령연령연령타켓연령:1세, 재질:실리콘 ",14508,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,3,2,2,2,2,3,3,3,4,5,4,4,5,3,5,4,6,6,8,21,28,34,20,0,6,6,5,5,5,5,5,5,5,7,7,7,8,6,5,4,5,5,3,2,1,4,6,6,4,5,5,4,4,5,6,6,5,2,3,4,5,5,2,2,1,2,3,2,2,1,2,2,4,4,4,3,3,2,2,1,1,2,2,2,2,1,2,3,3,3,3,3,3,3,2,33,41,46,21,16,18,12,10,1,1,1,2,4,4,7,8,8,5,4,4,3,3,4,4,4,2,1,1,1,2,1,2,2,3,3,4,4,4,2,3,3,3,3,3,2,1,1,1,1,4,4,3,2,2,0,1,1,23,30,31,10,5,4,5,4,3,1,0,0,1,3,3,4,2,2,1,3,4,4,2,2,2,5,5,6,7,5,5,3,3,4,5,5,4,6,4,5,5,6,6,4,4,4,2,3,7,8,9,4,4,1,1,4,5,8,5,5,2,3,32,32,32,2,3,3,5,4,3,1,1,1,1,3,3,2,1,4,4,7,4,3,3,3,2,2,2,4,4,4,3,3,3,3,1,1,1,0,0,0,0,1,1,2,1,1,1,3,6,6,5,3,3,2,1,1,2,2,2,2,2,1,0,2,2,2,4,4,3,1,2,2,3,2,2,1,2,2,2,2,1,0,0,2,17,17,17,17,2,2,1,1,1,2,2,0,1,1,4,4,4,3,3,2,2,1,3,2,0,0,0,1,0,0,1,1,1,1,2,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,3,4,4,3,0,21,23,25,3,1,0,1,2,2,2,2,2,2,1,2,2,5,5,5,3,3,3,4,4,4,2,2,2,3,3,1,1,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,1
B002-02062-00013,"제품형태:액상형 구성:본품 용량:500ml 무첨가:무CMIT,MIT :2개, 제품형태:거품형 구성:본품 용량:500ml 특징:저자극 :1개 500ml",8689,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-02062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,2,6,6,8,16,16,14,8,8,6,4,6,10,10,10,6,4,2,2,2,4,6,6,4,4,10,12,10,6,6,8,10,14,16,12,10,8,8,6,6,8,10,10,4,4,6,12,10,10,14,8,6,6,4,4,2,6,6,6,6,6,8,12,10,8,6,4,4,4,6,4,2,2,2,4,4,4,2,2,2,2,4,4,6,4,4,13,16,19,15,23,24,23,12,18,21,23,27,2,2,0,14,12,27,28,24,14,10,14,16,18,19,18,18,20,17,14,30,33,28,19,10,15,28,28,30,22,15,13,21,20,26,24,22,16,17,16,20,16,14,15,15,14,13,17,17,27,19,24,19,16,16,29,38,34,25,10,13,15,23,26,23,18,14,15,16,21,22,23,19,15,13,16,19,20,21,20,17,17,17,21,22,13,6,6,7,17,24,27,26,2,2,2,2,4,4,2,0,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,15,12,24,23,22,19,16,12,10,18,18,15,14,7,11,14,16,17,18,14,13,15,19,22,20,22,17,16,16,19,22,23,20,13,2,6,2,2,8,4,4,8,6,10,6,4,0,0,0,2,4,4,2,0,2,2,2,2,2,2,2,0,0,0,2,4,4,0,6,2,2,0,2,2,4,2,2,2,2,2,4,2,0,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,6,4,6,2,2,0,0,0,2,0,2,2,2,2,2,0,0,0,0,0,2,4,4,38,40,8,4,4,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,2,2,2
B002-03621-00001,"살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 살균방식용량소비전력:자외선, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 소비전력:130W, 용도:가정용 살균방식:자외선 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병20개 소비전력:130W 6W",15173,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,30,26,36,37,37,39,38,37,24,33,49,55,43,28,23,27,27,32,30,30,30,30,27,26,33,42,44,39,26,20,24,35,37,34,26,26,20,22,24,25,24,18,20,18,18,19,21,26,26,25,23,25,27,24,23,22,22,24,23,27,28,28,23,21,0,24,24,0,0,1,2,1,1,0,0,0,2,0,1,2,2,0,1,0,1,2,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,4,3,3,7,5,5,6,5,4,8,5,2,3,5,5,3,2,4,4,4,4,7,12,11,1,4,3,2,7,11,15,15,9,7,1,2,1,4,5,2,4,3,7,6,3,3,1,2,3,34,25,19,17,19,22,28,33,31,29,26,30,24,29,35,40,39,36,28,22,25,32,35,42,40,34,26,35,45,50,46,32,21,29,35,40,40,31,27,29,34,39,36,34,33,27,26,30,31,32,24,20,15,16,15,25,37,46,45,21,29,26,32,32,34,23,23,20,21,33,37,32,35,37,31,34,40,43,49,40,37,27,24,27,32,33,34,28,30,33,46,52,44,31,26,30,32,37,35,40,33,34,34,34,44,44,43,39,33,24,27,32,36,30,36,36,21,22,26,31,23,34,32,24,23,27,21,23,15,16,19,18,26,17,9,27,14,21,18,12,17,20,12,22,8,11,11,16,12,15,19,13,22,19,21,21,12,14,5,5,10,14,24,17,16,14,16,22,9,13,15,13,12,10,18,14,14,12,10,14,11,17,13,11,6,4,6,4,8,9,7,11,12,12,11,7,15,8,7,3,10,13,22,7,10,6,1,11,6,14,12,8,9,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00411-00001,"용도:가정용 살균방식:스팀 기능:건조기능 기능:살균기능 기능:멸균보관기능 용량:젖병6개, 살균방식용량소비전력:열탕, 살균방식용량:스팀, 살균방식용량소비전력:스팀, 살균방식용량소비전력:스팀 3 in1 스팀 건조 일체형 젖병소독기 SCF293/00",1586,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,7,7,0,5,5,6,6,6,6,6,8,10,9,9,6,6,6,7,7,7,11,9,8,10,39,35,35,9,8,10,10,10,8,5,5,4,4,6,6,6,6,6,4,5,6,7,6,3,3,3,3,9,12,17,18,19,19,11,11,9,2,2,2,2,2,2,8,9,9,8,4,4,4,7,7,7,5,6,6,7,8,8,8,7,7,4,4,3,5,4,5,4,4,4,5,19,19,22,15,54,54,65,17,17,15,20,20,25,23,28,44,44,37,36,11,14,16,13,8,8,9,9,10,10,8,2,0,0,0,2,4,9,12,11,10,8,7,5,5,7,7,7,6,8,7,4,4,3,1,15,20,15,15,11,4,4,13,13,17,15,12,12,11,16,20,20,15,12,9,11,10,11,11,16,15,11,11,9,15,15,16,11,11,13,15,18,18,17,13,10,9,15,17,17,23,23,23,22,15,18,18,15,13,10,7,4,6,6,6,4,2,2,2,4,6,7,6,4,6,10,7,7,3,3,2,2,3,7,7,6,6,5,7,8,10,11,21,45,50,47,29,25,19,14,16,18,22,17,14,6,6,7,6,6,5,10,9,8,7,10,13,12,9,12,16,16,9,9,19,28,33,64,64,31,31,42,42,45,31,31,46,46,33,33,16,16,18,15,15,11,8,8,10,11,11,7,9,8,8,4,0,3,3,4,7,7,26,21,11,21,12,17,18,20,22,18,15,7,7,8,7,7,7,6,9,9,9,9,29,29,38,34,32,32,32,30,30,19,6,6,6,7,7,8,8,8,8,10,10,9,9,10,10,10,9,8,7,8,8,10,11,9,9,20,20,20,54,54,63,33,26,16,7,3,3,0,7,10,10,8,8,10,10,10,10,6,6,42,42,53,56,48,31,23,17,3,2,4,4,4,6,9,2,11,1,7,5,0
B002-03327-00025,"제품형태:액상형 구성:본품 용량:500ml 무첨가:무색소 특징:저자극 특징:고농축 :1개, 제품형태:액상형 구성:본품 용량:500ml 무첨가:무색소 특징:저자극 특징:고농축 :1개 500m",14062,B002-C001-0003,B002-C002-0008,B002-C003-0042,B002-03327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,3,3,2,1,1,1,1,0,1,2,2,2,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,0,2,1,5,6,6,3,3,5,4,4,3,2,2,2,2,2,2,1,1,2,2,3,3,3,2,2,2,3,2,4,5,6,4,6,6,6,5,4,3,1,1,0,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,3,1
