제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-03644-00001,"포장형태:용기형 특징:피부진정 용량:100g :1개, 포장형태:용기형 특징:피부진정 무첨가:저자극 용량:100ml :1개, 포장형태:용기형 무첨가:무방부제 무첨가:저자극 용량:100g :1개, 포장형태:용기형 용량:100ml :1개 100ml",15275,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-03644,0,0,0,0,0,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,5,1,1,2,0,0,0,1,2,2,3,3,2,2,2,2,2,2,3,3,5,6,6,5,5,1,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,4,1,2,1,1,0,1,1,0,1,2,1,5,1,1,0,0,0,0,2,1,2,2,4,4,0,0,0,1,2,2,4,1,0,0,1,1,1,1,1,1,0,0,3,4,5,4,3,2,0,1,1,1,0,0,2,16,17,5,2,0,0,0,1,1,2,5,4,4,2,1,1,0,0,0,0,1,1,1,0,0,11,1,1,0,1,1,1,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,5,4,1,0,1,1,1,0,0,0,5,5,8,4,4,3,2,4,4,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,1,2,6,7,5,1,0,0,0,0,0,1,1,1,1,2,2,1,1,1,0,0,0,2,2,3,1,1,1,1,1,1,2,1,1,1,3,3,1,2,1,1,4,5,5,2,2,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,3,1,0,3,2,2,0,2,2,2,0,0,1,2,2,2,1,2,2,1,0,1,1,0,0,0,0,0,1,1,6,6,6,4,1,2,1,2,2,2,1,0,3,3,3,2,1,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
B002-03293-00026,"포장형태:콤팩트형 특징:피부진정 특징:수분공급 용량:23g :1개, 포장형태:콤팩트형 특징:피부진정 용량:23g :1개, 세트수량:2종세트 23g",13802,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-03293,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,2,1,2,5,5,4,1,0,1,0,0,4,5,8,4,4,4,5,4,4,4,2,7,7,6,6,4,2,2,7,7,8,6,8,7,3,6,2,6,7,6,3,2,2,3,4,3,3,3,1,1,0,2,0,0,0,1,1,1,1,1,2,1,1,1,2,4,2,2,1,1,2,3,3,3,5,4,3,0,2,2,2,3,3,2,3,4,4,3,3,2,1,1,21,15,18,17,12,10,9,10,12,10,6,5,6,6,5,6,7,5,5,4,5,5,6,9,10,9,6,4,6,7,8,11,14,14,11,13,14,13,10,10,10,10,7,11,15,16,15,8,8,6,10,10,9,5,7,1,3,3,5,4,4,4,5,13,22,23,22,20,25,30,26,24,12,8,2,4,6,8,13,18,19,22,22,25,31,26,11,11,2,2,1,17,19,12,8,6,5,7,9,9,10,7,6,3,7,7,4,5,6,13,11,15,15,16,15,19,20,22,12,8,7,7,9,8,6,5,6,9,8,7,5,4,4,0,1,3,4,4,3,2,2,4,4,3,0,1,1,0,7,7,6,9,6,1,4,8,14,13,12,6,4,4,5,5,4,4,6,5,6,7,6,8,7,7,3,3,5,5,7,5,4,4,6,11,19,21,18,7,4,5,15,45,52,51,23,22,19,14,7,3,3,1,4,6,8,4,3,3,3,3,3,3,5,5,7,6,5,4,3,5,7,4,4,6,7,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,3,1,1,0,0,0,1,2,2,2,1,1,1,1,1,0,0,0,1,1,0,0,4,5,3,2,2,2,3,2,6,8,8,7,8,4,4,5,3,3,6,7,4,2,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,3,2
B002-03344-00016,"포장형태:콤팩트형 특징:피부진정 특징:수분공급 무첨가:오일프리 무첨가:저자극 무첨가:무탈크 용량:25g :1개, 포장형태:콤팩트형 특징:피부진정 용량:25g :1개, 세트수량:2종세트 특징:피부진정 특징:수분공급 무첨가:티어프리 무첨가:저자극 무첨가:무탈크 25g",14134,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-03344,1,4,2,3,5,4,5,5,4,5,5,5,5,5,3,3,2,4,4,4,5,3,3,1,2,3,6,5,3,3,4,6,4,6,5,3,11,12,18,18,16,9,9,7,5,5,9,14,13,12,15,16,18,13,13,14,14,19,18,21,16,14,16,16,16,9,9,9,8,11,12,13,12,8,8,8,15,6,9,8,6,6,7,6,7,9,9,9,6,6,8,9,13,15,13,9,8,9,8,7,7,6,4,8,10,7,4,4,3,5,6,6,6,8,6,10,11,14,15,13,8,7,9,13,10,11,10,10,10,10,9,12,16,20,18,14,12,12,13,15,15,13,11,11,12,15,14,11,18,21,29,11,13,10,13,11,11,9,9,12,20,20,20,14,14,27,29,25,8,8,7,10,16,24,27,27,25,32,32,36,32,21,16,13,11,11,17,21,24,26,18,17,14,16,16,16,13,15,15,15,14,16,20,15,15,7,10,11,14,16,12,7,5,8,12,13,10,8,7,8,9,12,12,11,10,15,14,12,9,10,7,7,5,5,7,7,7,7,6,6,5,3,2,2,3,3,4,4,3,3,2,1,2,2,2,2,9,9,3,3,3,3,4,4,4,2,8,8,9,7,7,5,4,2,3,3,3,5,6,6,5,5,4,6,6,9,7,5,2,2,2,5,5,6,5,4,4,2,3,3,3,3,3,3,1,1,8,14,16,9,5,5,5,3,2,2,3,3,3,6,9,10,8,6,6,7,11,9,9,1,1,3,3,3,4,3,6,2,3,4,4,5,8,7,7,5,6,6,6,6,4,5,4,3,3,4,3,2,4,4,4,4,6,5,5,2,2,1,3,5,9,9,9,5,4,7,7,7,5,5,5,3,4,3,1,2,2,2,2,5,5,5,4,3,3,3,4,3,4,4,2,2,3,4,4,4,3,2,2,4,4,4,6,4,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,2
B002-01383-00002,포장형태:튜브형 특징:피부진정 특징:수분공급 특징:피부장벽강화 특징:피부보호 무첨가:무색소 무첨가:무인공향료 용량:70g :1개 70g,5605,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-01383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,1,0,1,1,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01125-00004,"포장형태:용기형 특징:피부진정 용량:60ml :1개, 포장형태:용기형 특징:피부진정 용량:30ml :1개 30ml",4652,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,0,1,1,1,3,3,3,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,2,1,1,0,0,0,0,1,2,2,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,1,2,2,1,1,1,3,2,2,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00816-00017,포장형태:콤팩트형 특징:피부진정 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:25g :1개 25g,3555,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,3,1,1,0,0,1,1,0,2,2,1,1,1,0,0,1,2,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,0,1,0,0,0,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,3,3,1,3,3,3,2,1,4,4,4,3,2,2,2,2,3,4,4,3,3,2,3,3,4,3,3,4,3,5,5,9,8,7,2,2,5,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,7,7,5,4,3,4,4,5,5,5,4,4,3,4,6,5,3,2,1,2,3,4,5,4,4,2,1,1,2,3,3,2,1,1,0,1,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,1,1,0,1,1,2,2,2,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,3,3,3,1,1,1,2,3,4,3,5,7,8,8,8,5,4,3,3,2,2,2,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,0,0,0,1,1,2,2,2,0,0,0,0,1,1,1,0,1,2,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,2,3,3,2,1,0,1,0,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,2,2,1,2,2,3,0,3,2,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,3,2,1,1,1,1,1,2,2,1,3,1
B002-00955-00001,"포장형태:콤팩트형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:오일프리 용량:20g :1개, 포장형태:용기형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:오일프리 용량:80g :1개 20g",4127,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-00955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,2,0,0,2,2,2,2,1,1,1,1,1,1,3,2,2,1,0,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2,3,3,4,6,5,2,3,3,1,3,3,1,1,1,1,1,3,3,0,1,0,1,1,2,4,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
B002-00955-00002,포장형태:용기형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:오일프리 용량:80g :1개 80g,4128,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-00955,1,1,1,0,1,1,0,0,0,0,0,1,4,3,3,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02803-00008,포장형태:콤팩트형 특징:피부진정 특징:수분공급 무첨가:저자극 무첨가:무향 용량:17g :1개 17g,11839,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-02803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01945-00006,포장형태:튜브형 특징:피부진정 특징:수분공급 특징:영양공급 특징:피부장벽강화 용량:70g :1개 70ml,8059,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-01945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
