제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-00811-00002,"구성:본품 형태:스프레이형 용량:450ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:액상형 :1개 450ml",3488,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,0,0,0,0,2,2,2,0,0,0,0,0,1,2,2,2,2,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4,4,5,1,1,1,1,2,2,2,0,0,0,1,2,2,1,1,1,3,3,4,3,3,3,7,8,4,7,5,5,1,5,5,6,4,6,6,4,2,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,2,4,3,4,3,3,1,0,0,1,1,1,0,1,1,2,2,2,2,1,0,0,0,0,1,1,3,2,3,1,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,1,1,3,2,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,2,2,1,2,2,2,1,1,1,1,1,1,0,0,0,1,2,2,1,2,1,1,0,0,0,1,1,1,2,1,0,0,0,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,1,1,0,1,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,2,4,4,2,1,0,1,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0
B002-00811-00003,"구성:본품 형태:젤형 용량:120ml(g) :1개, 구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:리필 형태:스프레이형 용량:1000ml(g) :1개, 구성:본품 형태:젤형 :1개, 구성:본품 :1개, 구성:본품 :1개, 구성:본품 형태:액상형 :1개 900ml",3489,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,6,4,7,16,0,8,3,7,8,2,12,7,6,12,13,19,18,16,15,15,22,17,22,25,18,24,14,16,13,11,20,11,13,5,5,6,9,19,15,9,8,6,5,7,8,7,12,7,10,12,9,11,10,5,5,8,9,9,5,5,6,9,12,7,17,12,15,19,16,15,15,10,11,15,14,15,17,18,16,9,17,12,11,11,11,8,18,13,13,10,10,11,14,12,22,12,12,11,8,13,22,26,27,15,10,9,6,9,16,12,12,8,8,7,7,12,11,17,18,6,4,5,5,5,5,5,6,15,9,7,16,6,4,5,7,9,17,14,12,6,4,9,13,11,10,8,21,13,13,11,17,13,24,13,14,18,23,17,25,25,16,13,12,14,17,14,24,11,16,13,24,17,21,25,15,7,9,18,10,11,13,11,9,6,10,8,16,13,17,13,14,16,16,16,21,9,14,10,10,13,15,15,15,14,16,13,17,16,8,10,1,1,6,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,5,0,2,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00811-00004,"구성:본품 형태:젤형 용량:120ml(g) :1개, 구성:본품 :1개 120ml",3490,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,15,6,0,6,9,5,5,2,0,0,0,0,3,5,5,3,1,2,2,1,6,4,5,1,1,1,0,3,3,2,0,0,0,0,4,4,0,0,0,0,10,22,26,20,20,38,41,18,14,14,18,12,12,7,10,12,8,7,7,5,5,14,36,16,9,4,7,7,7,5,9,11,10,7,33,40,30,8,11,17,18,20,14,16,16,20,18,10,9,14,16,16,9,14,15,20,19,9,21,19,8,7,16,22,26,24,15,15,16,11,18,25,18,22,19,30,37,42,37,17,16,11,18,25,59,66,40,33,21,18,23,19,27,26,26,13,8,25,30,30,19,9,16,8,10,14,17,23,18,13,10,11,20,25,33,50,45,25,27,27,40,95,100,93,32,23,15,5,2,11,13,23,25,39,35,25,28,31,27,29,38,39,60,115,108,88,25,32,48,54,44,37,37,30,38,40,42,42,19,27,29,22,23,19,20,19,18,16,9,8,18,20,23,29,42,43,28,21,33,36,37,24,40,42,50,48,44,45,52,58,56,59,60,48,39,39,39,43,38,33,46,45,44,59,52,54,39,34,49,40,46,37,35,18,11,7,10,30,38,60,47,44,42,15,18,12,3,4,3,3,1,7,24,29,29,22,20,14,14,13,12,9,4,12,19,21,60,58,68,15,21,12,14,12,9,9,3,7,9,10,21,9,3,2,5,14,14,28,19,17,4,11,26,30,50,42,49,27,31,24,27,43,35,43,28,30,23,48,47,54,54,23,34,41,48,24,29,16,17,16,28,33,35,34,13,19,20,24,65,59,57,4,2,8,30,35,32,42,41,37,49,52,52,52,46,23,22,19,27,39,41,40,25,20,9,18,30,51,29,26,3,5,5,10,10,10,3,7,5,5,2,16,23,31,31,50,55,56,58,38,34,36,23,20,21,23,47,48,55,50,43,39,66,78,43,41,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,8,3,35,33,34
B002-00811-00005,"구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:리필 형태:스프레이형 용량:1000ml(g) :1개, 구성:본품 :1개, 구성:본품 형태:젤형 용량:120ml(g) :1개, 구성:본품 형태:젤형 :1개, 구성:본품 :1개, 구성:본품 형태:액상형 :1개 500ml",3491,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,1,0,2,2,2,0,1,1,0,0,2,2,3,3,2,3,7,4,4,3,2,0,4,4,6,6,8,6,6,4,4,7,8,6,13,13,4,3,5,8,9,12,14,15,10,5,3,7,10,8,8,3,3,5,5,7,8,10,12,16,17,78,168,198,144,16,15,18,18,15,15,22,22,14,6,6,6,4,5,6,4,4,8,14,14,15,12,13,16,18,5,0,0,1,18,18,19,5,13,11,9,9,9,8,8,10,12,12,7,9,7,63,63,79,73,36,20,8,7,7,37,40,40,13,9,9,5,5,5,7,6,4,4,7,9,9,5,7,7,8,8,10,8,6,4,6,9,18,20,11,7,4,4,7,7,7,0,0,0,1,3,3,3,2,11,6,8,8,7,9,11,11,4,8,6,6,8,14,13,6,11,24,25,23,10,0,2,18,19,16,49,97,100,32,23,21,199,398,440,299,88,37,11,10,10,12,18,23,43,39,31,14,10,7,30,58,63,87,167,160,125,68,56,64,44,37,33,34,60,89,95,67,53,43,54,48,53,61,120,226,251,218,102,120,90,108,107,94,36,41,38,31,25,10,9,6,6,46,48,47,25,16,16,23,24,30,23,21,14,18,27,36,30,14,21,22,22,22,30,33,56,52,37,10,103,331,467,470,266,130,44,39,45,42,44,39,31,23,29,34,56,55,107,81,78,33,57,63,70,57,39,39,84,103,33,22,37,40,31,27,67,29,21,37,32,25,28,29,60,153,145,133,139,68,84,83,54,56,32,29,17,27,26,36,31,31,15,49,64,69,87,53,37,25,22,28,28,26,24,20,20,15,26,26,39,40,16,16,22,50,52,33,32,29,31,54,52,37,25,29,34,49,59,49,9,9,13,13,29,45,50,50,58,36,35,38,60,65,65,62,51,22,20,40,39,50,32,33,29,16,23,24,33,44,15,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
B002-00811-00007,구성:리필 형태:스프레이형 용량:1000ml(g) :1개 1L,3493,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,14,12,14,12,11,11,2,2,2,2,1,1,5,9,9,5,0,0,3,3,5,5,2,0,0,1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,0,0,5,12,12,11,11,18,18,24,24,27,27,25,11,11,7,7,7,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,4,2,2,0,2,3,4,2,2,1,6,8,8,3,1,2,4,7,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,7,11,11,5,4,2,2,0,2,4,4,0,0,1,4,8,10,10,10,10,8,8,8,9,1,0,1,4,4,6,4,4,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00811-00008,"구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:액상형 :1개 500ml",3494,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,0,0,1,1,1,0,0,0,2,2,2,1,1,2,2,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00244-00006,"구성:본품 형태:스프레이형 용량:750ml(g) :1개, 구성:본품 형태:젤형 :1개 300ml",850,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,30,32,36,32,28,24,20,16,14,20,20,20,24,28,26,100,100,104,22,20,22,20,26,30,26,26,28,42,52,52,44,44,246,260,260,266,52,34,272,274,280,106,120,126,54,56,56,60,60,64,60,56,54,54,54,54,56,58,50,46,36,42,46,58,58,58,46,38,30,202,224,236,76,64,72,94,104,104,102,128,122,116,80,90,276,320,330,152,126,138,374,390,390,158,122,90,90,108,118,116,104,88,82,86,96,102,90,82,74,74,78,84,92,92,90,62,56,48,48,52,42,34,34,72,94,96,384,398,408,82,68,60,80,78,82,64,60,46,48,50,64,114,126,71,60,70,88,86,87,74,52,43,45,47,47,51,56,56,44,98,136,154,104,73,73,58,50,38,40,38,40,40,42,48,146,158,150,54,42,46,62,148,148,126,42,34,30,30,34,42,60,54,54,20,20,18,26,34,32,32,26,26,28,70,80,80,34,34,40,52,52,30,26,26,30,146,146,46,46,36,44,46,52,62,60,60,32,32,30,30,36,36,50,58,56,38,38,36,36,30,30,26,26,28,28,20,20,24,24,24,28,28,20,20,16,24,24,24,28,28,156,156,156,94,34,32,32,26,24,24,24,22,26,26,22,26,26,34,34,42,40,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00244-00007,구성:본품 형태:스프레이형 용량:750ml(g) :1개 750ml,851,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,82,79,77,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,82,105,111,91,83,61,54,284,285,62,58,55,46,56,80,83,78,181,180,172,58,75,225,232,207,75,68,80,284,296,306,90,59,63,57,68,85,80,77,75,77,73,85,93,103,89,79,56,52,85,89,86,90,64,64,67,93,90,71,32,33,25,46,52,363,387,100,90,62,56,49,51,51,46,40,34,46,60,90,96,96,58,46,40,53,56,62,56,44,32,32,46,58,67,83,80,74,128,154,165,99,84,91,68,68,35,44,47,56,54,41,38,178,201,207,64,56,56,62,158,155,143,37,25,28,34,45,55,92,110,114,62,53,47,56,55,55,55,58,56,59,80,86,80,59,55,55,55,46,41,41,41,41,238,238,249,72,70,59,58,4,4,6,6,4,4,4,4,6,6,6,6,6,6,6,6,8,4,6,6,8,4,4,2,4,4,4,4,4,6,6,8,6,6,2,2,6,6,16,40,30,30,4,4,6,6,8,6,4,4,4,4,4,6,6,6,6,6,6,2,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,20,18,8,26
B002-03655-00001,"구성:본품 형태:스프레이형 용량:600ml(g) :1개, 구성:본품 형태:젤형 용량:120ml(g) :1개, 구성:본품 형태:스프레이형 용량:500ml(g) :1개, 구성:본품 형태:액상형 :2개 500ml",15308,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-03655,13,6,5,9,9,7,11,7,7,6,19,8,14,20,10,2,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,11,13,11,10,10,9,10,9,13,12,12,37,51,51,34,31,39,83,83,31,31,18,18,38,60,60,58,51,51,36,338,344,54,54,44,26,40,59,54,44,20,40,32,57,51,72,53,65,64,66,49,69,69,82,63,43,43,61,61,63,34,34,47,121,127,141,81,53,46,62,92,118,90,80,49,4,17,5,13,11,28,36,13,12,8,5,127,196,89,31,21,44,20,21,16,18,24,24,24,15,13,21,41,29,33,21,20,27,22,10,16,8,8,13,23,31,15,16,15,3,16,14,22,18,28,28,28,27,53,31,33,29,42,71,57,62,90,94,94,76,53,94,204,116,64,63,62,29,38,35,28,31,35,23,24,13,34,28,38,34,21,17,16,30,20,40,58,42,24,24,330,330,59,57,19,31,22,31,29,24,36,32,36,21,30,47,82,76,59,35,35,32,29,61,57,51,23,33,37,24,19,4,5,9,10,18,18,18,12,14,12,12,6,2,0,2,3,3,6,4,13,11,16,6,7,11,4,4,2,2,2,2,2,0,1,1,0,2,6,6,4,17,17,54,3,0,2,2,2,8,8,8,2,2,8,8,10,2,2,0,0,2,2,2,0,5,1,1,3,4,2,0,5,1,1,5,10,5,6,1,2,0,1,1,2,3,3,2,3,5,5,7,28,28,10,10,7,13,13,10,11,4,4,13,13,11,0,2,3,3,22,22,26,16,16,11,15,15,31,22,41,37,37,31,31,39,21,17,16,9,5,7,7,24,24,20,1,0,0,7,9,19,17,10,10,6,6,7,9,9,10,15,15,14,17,6,1,4,4,29,33,29,6,6,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-03655-00002,구성:본품 형태:젤형 용량:120ml(g) :1개 120ml,15309,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-03655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,7,5,7,6,8,6,9,52,50,47,6,5,5,2,4,8,9,12,8,8,7,7,6,6,5,5,10,10,6,4,4,6,7,5,5,9,11,9,10,10,9,7,7,6,4,2,7,9,9,11,6,5,6,6,3,2,2,4,2,2,4,4,4,5,12,15,12,5,1,1,3,6,6,3,2,0,0,7,12,10,10,10,13,8,4,4,5,1,0,0,0,0,0,5,5,5,16,16,17,8,2,3,4,10,12,10,8,5,5,8,9,10,11,11,12,7,6,1,3,4,9,6,6,3,7,7,8,5,8,7,8,2,2,6,5,13,11,11,5,8,8,5,1,1,1,2,1,1,1,1,2,1,3,2,5,4,9,5,8,8,10,12,11,9,4,1,0,1,1,1,2,5,7,5,5,5,6,5,4,2,2,2,2,7,5,0,0,1,5,11,13,11,5,2,3,3,6,11,25,62,57,49,14,17,7,4,2,7,8,6,3,4,5,2,4,6,7,4,6,5,4,2,1,3,5,10,10,7,2,1,1,2,3,3,6,4,4,0,0,1,3,4,1,1,12,14,14,7,7,4,2,2,0,5,6,6,1,0,0,80,80,0,0,0,3,3,5,2,2,0,0,0,0,0,0,2,2,2,1,1,0,0,0,1,1,2,2,1,1,2,3,2,1,0,0,0,0,1,0,0,2,3,5,3,3,1,0,1,11,10,10,9,2,7,7,6,2,0,3,3,4,12,9,12,12,4,4,1,1,0,3,6,6,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
