제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-01523-00018,헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 용량:300ml(g) :1개 300ml,6005,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,5,5,10,10,1,0,0,0,0,1,1,2,1,0,3,0,4,0,0,2,2,10,10,8,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,1,1,1,0,2,2,2,0,0,2,5,0,0,0,0,0,2,3,5,5,1,0,1,0,3,2,3,3,4,1,9,0,8,0,0,4,0,0,0,0,0,0,2,1,4,3,0,0,1,2,3,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,5,5,0,0,1,0,5,2,3,0,0,1,0,0,0,0,0,6,0,0,0,0,7,0,0,2,2,8,0,3,0,0,1,1,4,0,5,8,18,5,10,12,10,26,26,0,0,21,21,14,30,10,0,17,16,0,2,0,0,0,0,0,0,0,0,0,7,7,7,20,24,9,0,0,0,0,2,4,15,7,19,22,15,28,43,20,8,25,24,22,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,21,39,36,59,45,40,37,45,43,1,41,30,34,37,10,33,51,61,55,45,58,71,49,28,72,61,19,35,45,50,43,80,52,19,37,48,48,46,74,32,49,36,19,47,53,61,45,14,27,54,71,53,39,29,30,18,23,62,25,69,32,46,26,49,53,60,78,65,67,42,52,49,54,91,81,76,43,49,59,48,82,62,61,80,60,41,34,62,62,55,61,52,37,41,50,20,10,10,9,9,14,14,27,22,22,11,16,30,12,22,32,20,26,20,36,11,18,22,10,9,19,8,11,8,16,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,2,0
B002-01939-00007,제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개 300ml,8029,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01939,0,0,0,0,3,10,13,8,9,22,21,21,9,3,0,3,5,2,5,6,8,8,4,3,3,3,0,0,0,0,0,0,0,3,3,3,3,9,9,0,0,0,0,2,2,5,16,0,7,7,6,3,5,3,3,3,4,1,1,3,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,5,5,3,2,0,0,0,0,1,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,4,1,3,3,3,3,3,5,2,10,7,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,6,9,6,6,8,2,5,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,1,0,0,0,0,3,3,3,3,6,6,6,6,6,6,3,12,12,15,12,9,6,16,9,9,3,3,0,0,3,3,6,11,14,10,10,3,6,2,2,2,3,7,7,10,14,15,12,4,4,7,4,6,6,6,3,3,0,3,9,13,16,10,9,9,9,9,3,0,3,3,6,6,10,10,10,3,6,6,6,5,8,8,7,3,5,8,11,15,15,9,7,5,5,5,3,8,9,11,7,7,5,7,6,3,3,6,9,5,7,6,0,0,3,3,6,12,12,15,12,16,7,4,4,5,5,13,13,8,6,3,3,10,16,16,14,7,17,6,18,11,5,0,0,18,12,3,3,20,27,27,14,4,3,3,0,3,6,8,8,7,14,14,0,0,3,3,3,0,0,0,0,0,0,0,9,6,8,4,4,3,6,6,10,8,6,0,2,2,7,5,10,5,5,0,0,0,8,9,12,20,14,16,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,9,8,9,10
B002-01939-00008,헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:세팅력 세부제품특징:고정력 용량:400ml(g) :1개 400g,8030,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01939,3,1,1,4,3,5,3,2,1,1,0,0,0,0,0,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,3,6,6,3,2,2,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,5,6,5,0,0,0,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,2,2,0,2,2,4,4,4,2,3,3,6,7,6,7,5,3,4,5,3,4,3,2,1,3,4,4,6,3,3,3,2,0,0,1,2,2,2,1,1,1,2,1,3,5,9,8,5,1,1,0,2,2,1,0,1,1,2,3,3,3,0,0,3,3,3,1,1,2,3,2,3,2,3,2,2,2,1,1,1,1,3,3,5,4,3,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
B002-00426-00002,"헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 용량:300ml(g) :1개, 제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개, 헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:고정력 용량:300ml(g) :1개 300ml",1636,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00426,3,0,0,0,0,3,7,15,11,8,0,3,2,2,2,3,4,6,6,6,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,3,4,4,4,2,5,3,5,5,2,0,1,4,4,3,3,2,2,7,5,5,12,12,17,17,10,5,5,0,5,5,0,0,0,0,1,1,1,0,0,0,0,4,4,4,0,0,0,0,4,4,9,9,9,0,15,15,15,10,4,4,4,4,4,7,7,7,5,0,0,1,1,1,1,0,2,8,6,3,1,1,0,0,0,3,3,3,3,0,0,0,2,3,3,3,3,2,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,8,8,0,0,3,3,3,0,0,3,10,15,17,13,10,14,9,7,0,0,3,9,9,7,5,5,2,0,0,10,10,12,2,12,0,13,13,6,6,3,11,8,8,2,2,0,0,0,3,3,4,1,0,5,5,7,5,5,3,0,0,2,2,2,3,3,4,1,1,0,0,0,0,0,0,5,7,7,2,0,8,8,8,0,0,0,0,5,2,2,2,0,0,0,0,0,7,7,13,9,7,5,7,7,15,12,3,1,1,2,2,2,3,10,10,11,6,6,3,8,8,8,4,4,4,0,4,7,9,9,6,4,0,2,2,2,0,0,4,9,22,20,17,3,4,3,5,3,3,1,0,0,9,11,11,2,0,0,0,3,4,9,2,0,8,10,10,9,5,7,8,8,3,3,0,0,5,7,6,6,1,1,5,6,0,0,3,3,3,3,5,5,5,0,0,0,0,0,0,1,1,1,2,7,8,15,10,1,3,5,8,8,5,5,3,0,0,0,1,3,3,8,8,3,0,2,2,2,2,4,4,4,2,5,13,13,8,0,0,2,3,3,8,7,5,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,0
B002-03108-00020,세부제품특징:고정력 용량:80ml(g) :1개 9 80g,13125,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108,0,1,2,2,1,0,0,0,0,1,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,3,2,2,0,1,1,2,3,7,6,5,2,1,2,1,1,1,0,0,1,4,7,5,5,3,1,0,0,2,2,1,1,1,1,1,7,8,3,3,2,1,0,1,2,2,1,0,1,1,1,1,0,0,1,1,1,2,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
B002-03108-00021,헤어타입:모든 모발용 제품형태:스프레이형 세부제품특징:고정력 용량:300ml(g) :1개 300ml,13126,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,6,3,3,5,7,3,3,4,2,2,3,3,2,2,4,5,6,8,7,3,2,4,5,4,3,0,0,1,1,1,0,1,1,1,0,0,3,6,4,4,3,4,2,4,4,1,1,1,2,2,4,3,3,3,3,2,4,4,6,6,4,6,5,5,0,0,0,2,2,2,1,1,1,4,4,4,0,0,1,3,3,3,2,2,2,2,2,2,2,2,2,3,4,11,9,7,4,3,1,0,3,4,7,5,4,5,6,10,6,6,6,7,12,10,9,5,5,4,0,9,13,13,7,2,3,3,3,1,1,1,0,0,0,0,1,1,1,1,4,4,5,8,8,8,8,2,2,0,1,1,1,3,3,5,4,4,3,0,0,0,0,0,0,0,1,1,1,0,1,2,4,5,4,2,0,4,4,5,1,1,0,1,0,4,3,4,3,3,3,2,2,2,2,2,3,1,1,4,5,8,3,3,2,3,2,1,3,3,2,2,2,2,4,7,5,0,0,12,12,13,2,4,4,11,17,7,2,0,0,0,0,2,2,3,3,3,1,1,2,2,4,5,5,4,2,5,9,10,9,3,1,3,5,5,8,5,5,5,3,6,8,5,3,1,1,0,0,0,0,0,0,1,9,10,6,4,5,4,3,2,2,4,3,3,2,0,3,9,9,6,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-03108-00022,헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:세팅력 세부제품특징:고정력 용량:300ml(g) :1개 300ml,13127,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03108,14,13,3,3,1,1,2,2,2,1,1,3,4,4,4,4,6,3,3,3,9,9,6,2,7,8,6,2,1,1,0,0,0,0,1,4,5,5,1,5,5,8,7,7,5,2,1,4,8,8,6,3,5,10,9,9,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,3,8,10,11,10,8,7,4,2,3,3,9,9,9,4,3,4,4,5,5,6,3,2,0,2,4,4,2,2,2,3,15,15,14,7,6,6,1,10,15,15,1,1,2,2,4,4,3,1,0,2,3,4,3,2,8,8,8,14,15,15,12,4,3,4,6,6,0,0,0,2,2,5,4,4,4,3,3,0,0,15,17,17,2,3,3,5,3,4,2,2,1,7,10,12,7,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,5,4,1,0,0,1,7,9,10,4,0,0,1,4,4,6,6,6,4,9,8,8,5,5,1,4,3,1,1,1,1,1,7,9,15,10,12,10,8,15,12,12,2,1,2,1,7,6,13,7,17,10,9,0,3,3,3,2,2,3,1,3,4,9,9,10,6,4,3,2,2,2,2,4,4,6,6,3,6,6,7,7,3,5,8,8,7,4,4,3,5,5,4,2,4,15,15,13,0,0,2,7,7,5,5,2,2,6,5,6,3,3,5,2,3,1,2,2,2,2,0,1,2,3,3,2,0,0,0,0,2,2,2,2,5,5,5,0,0,0,3,4,4,4,4,6,6,6,6,2,2,2,6,8,7,3,1,1,0,3,4,2,2,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00502-00001,"헤어타입:모든 모발용 제품형태:리퀴드형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개, 제품형태:스프레이형 주요제품특징:세팅력 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개, 제품형태:스프레이형 주요제품특징:분사력 세부제품특징:볼륨효과 세부제품특징:고정력 용량:100ml(g) :1개 100ml",2095,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,6,8,9,9,9,15,20,23,32,32,33,32,33,34,30,30,31,29,24,16,16,16,17,13,10,8,8,8,7,7,6,6,4,5,8,13,12,9,6,7,8,7,9,7,6,4,4,6,6,6,4,4,4,4,4,4,4,4,5,6,5,3,1,4,4,5,2,2,1,1,2,2,3,1,1,2,2,2,2,2,3,4,6,7,6,6,4,3,3,4,4,3,3,2,3,2,2,3,3,3,2,1,1,1,0,1,0,0,0,2,2,2,2,2,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,1,1,0,0,1,1,2,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00563-00003,용량:150ml(g) :1개 150g,2278,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00563,1,2,0,1,5,7,7,3,3,0,0,2,2,2,2,3,3,5,5,8,8,5,4,3,7,9,14,12,8,4,3,3,3,3,6,7,13,11,11,9,12,12,7,7,7,6,6,3,5,3,8,3,3,3,5,4,5,4,7,7,7,6,8,8,6,6,9,3,2,1,1,2,0,0,0,7,6,6,5,4,3,5,7,7,7,4,1,1,2,2,2,6,4,1,1,1,2,2,5,7,4,4,13,14,16,10,4,4,3,3,2,3,3,2,4,4,4,4,3,2,1,2,2,2,2,5,5,3,3,3,4,4,4,6,6,5,3,2,3,3,5,5,6,5,5,4,5,6,5,4,3,5,4,7,5,4,1,1,2,6,6,7,8,8,8,9,7,9,9,9,4,4,4,5,6,6,4,4,2,2,6,6,6,3,2,7,5,6,4,7,6,6,3,2,2,2,7,10,8,4,5,3,8,8,12,12,9,6,7,7,7,6,4,3,2,2,4,3,4,7,7,7,4,4,7,7,8,6,6,2,3,4,7,6,4,3,5,7,6,6,4,3,3,4,5,8,9,8,6,6,8,6,4,2,1,2,4,7,10,11,5,6,7,7,8,8,9,10,11,10,8,7,3,3,3,4,4,4,5,5,3,3,2,1,2,1,2,3,4,5,3,3,3,6,6,6,4,2,3,6,6,4,1,1,1,0,4,4,4,3,5,4,3,1,1,3,3,3,1,4,5,2,3,1,2,2,2,2,3,5,4,4,4,3,7,7,7,2,4,4,5,3,4,4,8,7,8,7,5,3,3,1,2,2,8,8,7,1,1,0,1,0,1,1,0,0,0,0,0,1,11,13,9,8,7,8,9,8,6,7,8,11,15,16,15,6,7,7,10,6,7,13,15,15,15,20,18,24,22,22,16,1,4,17,17,17,14,13,5,7,11,8,6,3,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,2,3,9
B002-00142-00002,주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:130ml(g) :1개 130g,553,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,2,7,7,4,0,6,1,2,2,1,1,1,0,0,0,0,0,1,2,2,2,1,2,2,1,0,0,1,2,3,2,2,1,4,4,4,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,5,5,5,2,2,2,2,0,0,0,0,0,3,5,5,4,2,3,3,2,4,2,1,1,1,4,3,3,2,3,3,0,1,1,3,7,3,4,2,1,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,2,1,5,0,3,1,0,0,0,0,0,0,1,1,2,0,0,2,1,2,0,0,0,0,0,2,5,1,2,4,2,4,6,3,7,1,3,4,4,0,0,0,1,1,3,5,5,8,8,0,0,0,1,2,2,3,3,2,0,0,1,2,3,3,6,4,1,3,4,5,2,2,1,1,2,0,6,0,3,3,4,4,0,0,2,2,1,2,1,4,3,0,3,2,2,0,0,0,1,1,2,2,4,5,6,0,2,3,5,8,12,1,0,6,0,4,4,3,2,1,0,0,0,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,0,2,2,2,0,0,0,0,0,1,1,1,1,2,3,6,3,1,1,1,0,2,2,1,1,1,0,0,1,1,0,1,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
