제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-00811-00001,형태:용기형 사용횟수:일회용 주성분:염화칼슘 :1개 275g,3487,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,72,48,48,72,48,24,0,24,72,72,72,48,24,24,24,48,72,72,48,24,24,48,48,144,144,168,144,120,120,216,240,192,72,48,24,24,48,72,72,48,72,96,96,120,72,72,24,24,48,48,72,240,264,312,120,96,72,72,72,48,24,0,0,24,48,72,24,24,0,24,48,96,96,72,48,24,48,48,48,144,120,120,24,24,0,0,24,24,48,24,48,0,48,24,24,24,48,80,104,104,80,56,32,80,56,48,0,168,168,72,72,72,0,24,72,72,48,48,24,24,24,24,24,0,24,48,48,24,24,24,24,48,48,48,72,72,72,48,72,72,72,192,144,0,0,0,0,0,48,72,96,48,48,24,24,96,72,48,48,24,72,96,96,96,96,96,72,24,24,96,96,192,192,264,264,168,72,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,168,96
B002-00687-00003,"형태:걸이형 사용횟수:일회용 주성분:염화칼슘 :1개, 형태:스프레이형 :2개 150g",2912,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,10,0,10,0,20,20,20,30,20,20,10,0,20,20,20,0,0,10,0,0,0,0,20,10,0,10,0,0,0,10,40,0,20,20,0,10,20,10,0,20,40,50,20,20,0,10,10,20,30,10,0,0,10,10,10,20,10,0,20,10,20,30,50,10,30,10,20,20,20,20,30,40,50,20,20,20,10,10,10,10,60,10,10,10,20,10,60,20,40,20,30,40,40,0,50,10,0,30,20,40,30,50,40,40,50,0,0,20,0,10,10,20,20,10,30,40,30,20,30,20,0,20,20,50,10,30,50,60,50,70,60,90,60,70,0,40,40,70,70,60,80,0,90,120,120,180,130,100,190,240,190,240,170,190,100,180,140,210,80,70,170,150,120,170,90,170,80,90,130,150,100,40,80,60,130,60,0,112,96,104,0,20,20,60,80,80,40,20,40,60,80,20,80,20,40,20,40,80,80,60,20,20,20,20,80,0,0,0,60,20,0,40,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,20,0,20,0,20,80,0,80,20,0,80,20,40,40,0,0,20,20,0,0,80,60,80,60,80,80,80,80,120,160,120,80,80,120,380,360,360,140,100,120,120,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00244-00002,"형태:용기형 :12개, 형태:걸이형 사용횟수:일회용 주성분:염화칼슘 :1개, 형태사용횟수주성분:봉지형 640ml x 12개",846,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00244,23,18,11,4,5,4,3,2,3,3,3,2,3,5,6,6,5,6,6,6,5,3,3,3,5,10,10,8,1,1,10,11,11,1,2,3,12,12,14,5,6,3,3,1,2,2,2,1,1,2,2,2,4,4,6,5,4,5,5,6,5,7,6,6,3,4,4,4,2,3,3,4,4,9,9,13,13,12,8,8,7,6,7,7,6,6,4,5,8,7,7,7,10,10,10,9,8,7,5,5,4,7,6,9,8,8,8,8,6,5,5,4,4,28,27,10,10,12,12,9,10,9,9,7,9,6,6,7,7,8,9,10,8,8,7,8,6,10,9,10,5,6,5,5,6,7,30,28,28,7,7,7,4,4,5,5,5,9,9,12,12,10,6,74,74,80,13,13,9,35,35,47,47,62,68,54,50,42,44,43,56,38,24,1,0,0,1,20,26,20,16,10,9,10,9,6,6,6,5,5,41,42,6,6,4,4,4,5,7,7,15,17,17,10,11,43,44,44,12,9,8,44,50,56,18,6,5,7,7,11,10,10,7,5,5,8,8,8,7,5,5,4,8,9,5,6,6,5,6,5,5,3,1,2,1,2,2,34,37,37,5,6,12,11,6,7,6,4,2,2,7,10,22,18,18,5,5,6,5,5,3,3,2,4,5,6,7,10,11,10,16,18,21,14,12,11,7,5,0,1,2,17,16,17,3,14,12,12,3,3,2,2,13,16,16,3,1,1,1,2,12,14,14,15,8,8,4,0,3,3,3,2,2,6,10,11,10,3,3,3,3,3,2,2,4,18,28,27,14,6,8,7,7,5,6,7,6,2,2,3,2,3,5,10,10,9,8,6,5,6,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,1,0,0,0,1,12,19,18,12,3,3,2,2,1,1,1,4,3,2,3,2,2,1,1,9,9,10,10,3,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00244-00003,형태:봉지형 사용횟수:일회용 주성분:실리카겔 :1개 20g x 20개입,847,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00244,300,260,220,160,180,200,200,200,180,120,120,140,160,180,160,100,160,200,200,300,240,200,140,120,80,80,120,120,120,80,340,340,160,220,220,320,320,300,120,120,120,120,120,180,220,220,180,180,200,200,200,140,140,140,140,140,140,220,180,120,220,220,260,260,220,380,380,200,160,160,180,180,200,340,600,600,520,520,440,320,320,340,300,260,220,220,240,220,260,300,360,340,280,260,240,280,300,320,260,240,220,260,340,440,580,460,340,340,380,380,300,260,260,960,900,920,280,500,500,420,240,240,240,220,260,240,220,220,220,280,300,320,240,280,220,200,200,220,280,240,240,200,120,120,180,1140,1140,1140,1140,160,160,240,280,280,20,20,20,20,0,0,20,60,40,40,1000,1060,1120,360,380,540,500,380,1120,1440,1620,1560,1500,1480,1260,1480,2000,2480,2380,1760,1040,960,960,1180,1060,940,600,600,480,380,360,360,360,360,240,180,800,860,300,300,240,240,220,300,420,540,660,520,360,200,280,960,1080,1140,520,380,260,880,1000,1020,460,380,280,220,260,340,400,320,240,160,220,260,320,260,260,200,160,120,260,260,300,300,160,120,182,182,202,160,120,60,40,40,120,900,980,1000,260,220,160,220,220,220,220,240,240,240,260,260,300,280,160,160,160,340,340,320,260,180,120,80,160,180,280,300,380,300,540,560,620,320,280,320,280,240,120,140,80,120,100,160,160,400,480,500,260,200,160,200,480,500,480,140,140,160,200,280,280,380,360,340,280,200,180,260,260,200,200,200,240,220,280,220,280,280,280,220,280,280,180,180,140,120,560,560,280,280,280,260,260,220,320,320,320,220,220,140,180,160,260,240,260,260,180,160,120,140,140,120,120,140,140,180,180,240,240,280,280,240,240,220,180,200,200,160,80,80,240,380,380,380,300,140,140,140,220,200,140,200,200,240,160,120,80,100,80,120,220,240,220,220,100,60,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,240,140,220,180,180,120
B002-00244-00004,"형태:용기형 :12개, 형태:봉지형 사용횟수:일회용 주성분:실리카겔 :1개, 형태:용기형 사용횟수:일회용 주성분:염화칼슘 :1개, 형태:걸이형 사용횟수:일회용 주성분:염화칼슘 :1개, 형태사용횟수주성분:봉지형, 형태:걸이형 사용횟수:일회용 주성분:염화칼슘 :1개 520ml",848,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00244,72,48,48,24,24,24,24,24,24,24,0,24,48,24,24,0,24,24,24,24,24,24,24,24,24,48,96,96,72,24,120,96,120,24,24,24,48,72,24,24,0,96,96,96,48,48,48,48,24,0,96,120,144,72,48,48,24,48,24,48,24,48,72,96,96,144,96,96,72,72,240,288,264,216,312,336,216,48,48,24,72,72,72,24,24,24,24,48,48,72,72,72,72,96,96,96,72,72,72,72,96,168,288,432,576,456,312,312,312,336,288,144,144,264,240,264,240,240,120,120,96,144,144,216,192,168,144,144,144,120,96,96,72,48,48,72,96,72,72,24,24,24,48,96,120,144,120,72,72,72,96,72,168,192,192,216,144,120,144,144,288,288,360,360,408,408,264,264,240,336,336,288,312,360,408,456,408,408,456,456,528,600,504,528,576,672,744,744,672,552,384,264,168,168,168,240,168,168,120,72,144,144,48,48,48,48,0,72,96,96,72,72,48,72,96,168,192,144,72,48,72,120,120,120,72,72,96,48,120,144,168,120,96,72,48,48,48,72,72,96,120,144,168,144,144,144,96,96,96,72,72,48,72,1176,1032,1008,1512,11114,11642,11376,1920,1968,2928,2760,2808,1776,1560,1272,1152,1128,1488,1704,2352,2016,960,960,936,1728,1776,1848,1296,912,744,864,1248,1392,1704,2304,2472,2400,4176,4656,4824,2496,2136,2064,1704,1368,912,1152,1008,888,576,552,816,1776,2064,2016,1032,768,624,816,2184,2400,2232,840,576,672,696,960,1200,1416,1224,1224,792,792,818,913,1081,914,914,697,794,866,1325,1494,1067,993,866,1059,1155,891,699,746,724,708,108,180,177,81,30,53,53,53,54,55,55,33,55,52,52,57,81,76,73,76,51,53,98,99,76,53,76,99,99,171,170,170,242,170,170,194,194,240,192,193,49,49,1,24,26,50,52,52,29,29,52,49,51,51,27,28,28,0,24,0,0,0,48,48,48,48,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00244-00005,형태사용횟수주성분:봉지형 250g x 12입,849,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,1,46,47,2,3,2,3,3,4,8,11,28,31,31,24,27,87,88,89,31,25,19,75,85,87,30,19,19,21,30,34,34,26,20,18,0,52,58,56,46,34,30,22,24,36,36,36,36,34,34,36,46,34,28,14,8,8,16,138,146,146,28,28,28,26,22,20,18,18,18,18,22,24,48,42,14,14,16,16,22,22,18,14,10,12,14,18,18,24,22,20,44,54,56,22,14,18,16,18,14,16,14,12,12,10,10,22,26,24,12,8,8,10,44,48,44,10,4,6,6,8,10,22,22,8,8,6,6,10,6,10,12,12,8,10,10,10,6,4,4,4,8,10,10,8,6,66,66,74,78,14,14,18,18,16,22,18,16,6,4,6,6,6,18,18,22,24,10,8,8,8,6,10,10,10,10,12,16,14,18,18,16,10,10,12,8,8,8,10,8,4,20,20,54,56,38,8,6,6,2,6,6,8,10,12,12,12,14,14,10,12,26,26,24,24,6,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,16
B002-02475-00002,형태:봉지형 사용횟수:재사용 주성분:실리카겔 :1개 520mlx24,10775,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-02475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,7,5,4,3,2,3,4,4,3,3,3,6,8,11,9,10,10,8,8,8,6,7,5,6,4,7,7,9,10,14,13,13,19,23,24,15,9,7,9,12,14,13,13,10,10,9,8,6,6,5,6,5,7,8,9,9,7,5,5,7,6,5,2,2,1,1,2,5,8,8,8,6,4,4,3,3,3,3,2,3,3,3,3,3,3,2,1,9,12,12,14,8,6,4,4,6,7,5,3,1,1,1,1,3,2,2,0,1,2,4,4,2,1,1,1,1,1,1,2,3,3,2,1,1,1,2,3,2,2,3,4,5,2,3,2,0,2,4,4,6,4,4,5,7,7,6,5,4,4,3,7,8,6,6,3,4,2,2,2,2,2,2,2,2,2,2,4,4,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01950-00001,형태:용기형 사용횟수:일회용 주성분:염화칼슘 :24개 520ml,8072,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,0,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,48,48,48,24,24,24,24,72,48,48,24,0,0,0,48,48,0,0,0,0,24,24,24,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48,48,48,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
B002-01471-00001,"형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형 3kg 2개+부직포 8장 세트",5849,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-01471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,36,31,21,17,19,20,19,13,10,15,14,17,16,22,22,20,13,9,6,14,17,19,10,9,10,16,17,16,16,16,16,13,13,17,23,23,21,16,14,15,21,27,33,35,1,25,6,2,6,6,7,5,4,2,4,8,8,8,2,6,4,2,2,4,6,2,3,5,5,4,2,0,0,0,2,4,4,4,4,2,2,2,4,2,2,0,0,0,0,0,0,2,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01471-00003,"형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형, 형태사용횟수주성분:봉지형 3kg",5850,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-01471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
