제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-01206-00007,"형태:액상형 구성:본품 용량:3000ml 무첨가:피부저자극 :1개, 형태:액상형 구성:본품 용량:3000ml 용도:드럼세탁겸용 무첨가:고농축 무첨가:피부저자극 :1개, 형태:액상형 구성:본품 용량:3000ml 무첨가:피부저자극 :1개 3L",5010,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01206,25,22,20,24,35,35,34,34,30,31,40,39,34,32,32,35,27,28,28,32,33,30,31,22,25,31,33,30,24,24,17,14,14,14,25,49,50,41,32,29,30,25,24,20,20,25,36,36,36,28,22,20,19,31,28,28,22,23,23,21,21,31,35,29,24,24,29,32,31,30,30,30,28,27,29,29,28,28,24,25,30,30,34,29,26,27,26,31,34,30,28,23,28,24,26,34,36,36,34,31,27,30,32,42,45,38,30,30,33,38,40,33,33,29,22,24,31,31,34,28,21,21,23,26,30,30,28,22,25,26,37,45,43,38,33,25,31,37,35,30,29,34,34,35,34,32,29,34,36,27,31,28,33,28,39,27,27,30,38,40,35,35,29,28,32,32,31,27,22,28,27,37,36,46,44,39,46,51,52,54,49,40,32,29,27,23,25,29,33,28,19,20,22,22,24,21,20,21,24,25,23,24,27,25,25,23,21,25,27,28,23,20,18,22,31,40,41,39,30,29,28,38,41,40,37,32,25,19,24,33,35,31,25,20,21,27,27,29,25,28,26,32,38,44,44,43,41,41,37,47,57,57,41,28,24,24,27,39,39,37,33,27,27,35,44,43,35,26,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,46,40,40,35,35,35,45,55,59,49,43,40,37,37,49,54,42,35,35,34,39,44,50,48,45,39,29,29,33,40,40,31,27,57,57,80,53,43,37,32,41,79,107,107,72,52,44,47,55,53,57,56,50,46,47,49,56,58,51,35,24,16,13,36,58,58,63,39,39,33,38,43,43,44,45,40,43,44,48,41,41,38,39,5,51,51,45,40,32,32,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,53,47,41,48,50
B002-02846-00011,형태:액상형 구성:캡리필 용량:2200ml 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무색소 무첨가:무표백제 무첨가:무인산염 무첨가:피부저자극 무첨가:무파라벤 :1개 2.2L,11990,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-02846,1,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,2,2,2,1,5,4,5,2,1,0,1,1,1,1,1,1,0,1,1,3,3,3,1,0,0,0,0,0,0,0,1,3,3,2,0,0,0,1,1,3,2,1,0,0,1,3,3,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,5,5,5,1,1,1,2,2,1,2,2,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,5,2,1,1,2,4,7,8,8,5,4,4,5,1,4,5,2,2,5,7,12,9,6,1,3,4,4,5,6,7,4,2,2,3,3,7,7,7,2,0,0,2,4,5,3,2,2,4,4,3,4,8,6,5,5,3,3,1,0,1,2,5,3,4,3,3,3,4,4,5,6,2,1,2,3,3,4,6,4,3,1,0,1,5,9,10,7,4,3,2,3,3,3,1,0,1,2,3,5,3,2,0,0,1,1,4,3,3,0,0,3,3,5,4,5,5,7,6,0,1,1,1,2,4,5,5,2,2,0,2,2,1,2,1,2,2,3,1,4,4,4,3,2,2,2,0,0,2,4,4,4,1,0,2,2,2,2,2,0,0,3,5,3,2,1,2,3,3,5,3,4,3,5,5,1,0,0,0,0,1,3,3,2,2,2,1,1,1,2,1,3,3,4,3,3,3,3,5,6,4,6,4,0,1,5,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0
B002-02846-00012,형태:액상형 구성:캡리필 용량:2200ml 용도:드럼세탁겸용 무첨가:무색소 무첨가:무표백제 무첨가:무인산염 무첨가:피부저자극 무첨가:무파라벤 :1개 2.2L,11991,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-02846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,6,3,6,0,0,0,0,0,3,3,3,3,0,9,3,6,6,3,6,3,3,6,6,12,3,9,0,3,3,3,6,3,9,0,12,9,6,3,0,0,0,0,3,18,15,9,3,6,6,0,6,6,6,3,0,0,0,0,0,6,6,0,3,3,3,3,6,3,0,3,3,0,9,6,0,3,3,0,6,0,6,3,3,6,9,6,0,3,0,3,6,0,0,9,0,6,3,3,3,0,6,12,9,3,9,6,9,0,0,0,0,0,0,6,12,6,0,3,3,0,6,6,12,6,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,3,6,3,0,3,0,3,3,3,3,6,3,3,6,6,3,0,9,3,6,6,6,3,3,3,3,6,6,6,3,3,6,9,15,15,12,6,6,6,9,6,3,6,6,0,6,3,0,3,3,0,9,9,9,6,6,6,9,6,6,6,6,6,6,9,6,6,6,6,6,6,21,21,21,12,6,3,3,3,3,3,3,3,3,0,0,0,3,3,6,9,6,3,15,24,24,9,3,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,6,12,12,3,3,0,3,3,6,9,6,6,9,6,6,15,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02846-00013,형태:액상형 구성:캡리필 용량:2200ml 용도:드럼세탁겸용 무첨가:무색소 무첨가:무표백제 무첨가:무인산염 무첨가:피부저자극 무첨가:무파라벤 :1개 2.2L,11992,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-02846,0,0,0,0,1,0,0,1,2,1,1,1,1,1,2,2,0,2,4,4,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,1,1,2,3,3,2,1,2,2,1,0,0,0,0,1,2,2,3,2,2,2,2,1,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,2,2,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,3,3,9,10,5,3,1,3,6,4,4,1,3,2,1,0,0,2,2,3,3,2,4,8,8,6,2,1,0,0,0,1,2,2,1,1,1,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-00792-00007,"무첨가:무형광증백제 무첨가:무방부제 무첨가:무중금속 무첨가:항균효과 무첨가:피부저자극 무첨가:무CMIT,MIT 무첨가:무파라벤 :1개 180g",3424,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-00792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,31,32,31,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3,2,0,0,0,0,29,29,4,2,2,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,1,6,6,6,1,1,1,1,7,3,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,5,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,18,18,18,0,0,1,1,1,1,1,1,1,4,2,3,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01627-00006,"종류:유아얼룩제거제 형태:스프레이형 구성:본품 용량:400ml 무첨가:고농축 무첨가:피부저자극 무첨가:무CMIT,MIT 무첨가:무PHMG :1개 400ml",6626,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01627,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,8,2,4,4,0,4,0,8,6,0,2,2,0,2,0,2,8,2,2,0,0,0,10,10,0,2,0,4,6,4,4,2,0,0,0,2,4,10,0,5,4,4,5,4,2,6,5,4,3,2,1,3,1,1,2,2,8,5,3,1,1,1,2,1,5,5,5,2,2,0,1,3,2,0,2,0,4,4,1,7,5,7,1,0,0,0,5,4,0,4,6,12,0,0,2,0,0,0,0,12,4,2,4,2,0,4,4,6,6,4,2,0,1,5,1,4,2,6,0,0,2,5,5,3,8,1,1,7,4,5,10,2,3,1,1,6,2,7,7,1,0,2,4,5,2,4,2,2,10,6,2,7,3,1,1,1,3,3,0,4,1,3,2,6,2,0,0,0,2,2,0,2,4,0,2,0,2,0,0,0,2,0,2,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2,4,4,4,0,1,0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,3,3,1,1,1,1,1,1,0,0,2,1,2,2,2,1,2,2,1,2,4,4,3,0,0,0,1,2,3,2,1,2,2,1,1,2,2,1,1,1,1,1,2,3,3,2,1,1,0,2,2,3,3,1,7,8,7,8,8,4,5,5,5,2,3,3,3,3,3,3,3,4,4,4,4,4,7,7,7,7,1,0,1,3,3,7,7,4,2,2,3,3,4,4,4,4,4,4,4,3,1,1,3,5,5,5,5,3,2,5,5,5,5,4,6,4,2,3,5,5,3,3,3,0,2,2,1,1,1,3,2,4,5,5,3,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
B002-01627-00007,"형태:액상형 구성:캡리필 용량:1300ml 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무방부제 무첨가:무인산염 무첨가:무중금속 무첨가:항균효과 무첨가:피부저자극 무첨가:무CMIT,MIT 무첨가:무파라벤 :1개 1.3L",6627,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,4,4,4,3,0,1,1,1,1,1,1,0,1,1,5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,1,1,3,2,2,1,0,0,0,0,0,0,3,3,4,4,0,0,1,1,2,2,2,2,0,0,1,1,2,1,2,4,4,3,1,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,0,1,1,4,4,5,5,4,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,1,2,2,0,0,0,1,4,4,3,5,5,4,0,1,2,2,3,2,2,2,3,4,2,2,2,2,2,5,6,5,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,3,1,0,0,4,4,4,8,5,7,2,0,0,0,0,0,0,0,2,2,2,2,1,0,3,3,4,1,1,0,0,0,0,2,5,5,4,3,3,2,2,2,4,3,3,3,2,0,0,0,0,0,2,2,1,1,1,1,1,2,2,2,2,1,2,3,2,2,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,5
B002-01627-00008,형태:액상형 구성:캡리필 용량:1300ml 무첨가:무중금속 :1개 1.3L,6628,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01627,3,8,8,7,4,7,7,2,2,1,2,2,3,4,4,7,8,4,4,3,3,3,3,2,1,2,1,1,0,0,0,0,5,5,9,6,3,0,3,2,2,7,10,10,8,8,5,4,3,2,2,2,2,2,4,6,5,2,2,3,3,9,7,6,3,1,4,4,2,2,2,0,0,0,2,3,4,3,1,1,0,3,5,7,4,2,2,0,1,2,3,4,4,3,2,2,5,7,7,4,1,1,2,3,2,2,1,1,1,4,4,4,4,2,1,0,1,2,0,1,1,1,2,2,30,29,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,3,0,2,0,20,20,3,3,6,6,5,2,2,2,2,15,18,18,9,9,18,18,6,6,5,6,4,4,3,3,3,3,3,5,6,5,2,1,3,3,1,5,5,5,2,7,7,8,3,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,4,1,3,2,5,5,1,1,2,2,5,5,8,7,6,2,5,7,7,8,7,8,5,7,6,5,6,5,5,1,1,8,10,10,5,8,8,7,4,8,5,7,2,2,0,3,5,7,13,11,6,1,2,2,2,3,7,6,10,8,10,5,6,4,2,4,4,8,8,4,5,5,3,4,5,9,11,10,6,2,5,10,13,10,5,3,2,5,9,9,6,2,4,3,5,2,6,7,8,5,7,8,9,7,2,2,3,3,6,6,5,6,6,4,4,4,4,4,2,2,3,5,5,3,3,4,3,0,1,6,6,8,3,3,1,4,4,5,5,3,2,2,2,0,0,0,2,2,0,2,2,2,5,4,4,2,2,3,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,5,6,6,4,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,4
B002-01627-00009,"형태:액상형 구성:캡리필 용량:1300ml 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무방부제 무첨가:무인산염 무첨가:무중금속 무첨가:항균효과 무첨가:피부저자극 :1개, 형태:액상형 구성:본품 용량:1800ml 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무색소 무첨가:무인산염 무첨가:무중금속 무첨가:항균효과 무첨가:피부저자극 :1개 1.3L",6629,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01627,1,0,1,2,2,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7,7,7,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,1,2,2,2,0,0,1,1,1,2,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9,9,7,7,6,1,3,5,4,2,1,1,2,3,5,4,2,0,1,2,3,0,1,0,0,0,0,3,3,4,2,2,4,4,4,4,8,8,8,4,4,1,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,0,2,2,2,2,14,13,13,3,2,2,1,1,1,1,1,3,5,4,4,2,2,0,0,0,10,10,11,1,0,0,0,1,2,3,2,1,0,2,3,4,2,5,3,3,1,5,6,4,1,0,0,0,0,0,2,2,1,2,4,3,3,1,3,2,3,2,2,1,0,0,0,0,0,1,3,5,5,5,4,4,3,2,2,2,2,0,0,1,1,2,2,4,4,4,3,3,3,2,1,1,0,1,2,2,4,4,3,1,2,6,5,4,2,4,5,5,5,4,2,1,2,5,4,3,10,10,10,0,2,4,4,2,3,5,4,2,4,4,3,3,5,2,2,0,2,2,2,2,2,1,1,1,2,3,2,1,1,4,4,4,6,5,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,6,8,7,3,2,2,4,5,5,2,1,10,11,11,1,1,2,2,2,2,1,1,1,1,0,0,0,2,3,4,2,2,2,1,1,5,5,5,5,6,6,1,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,1,4,1,10
B002-01627-00010,형태:액상형 구성:캡리필 용량:1300ml 용도:드럼세탁겸용 무첨가:무중금속 무첨가:항균효과 :1개 1.3L,6630,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01627,4,4,4,6,12,11,9,6,4,4,4,5,5,3,4,4,6,7,7,8,5,5,5,3,4,7,7,1,2,4,6,4,2,2,2,3,4,4,5,5,8,7,6,4,8,4,4,6,6,6,4,2,4,4,5,5,4,5,4,5,7,12,7,5,5,7,5,5,2,5,6,4,4,4,8,8,6,6,4,2,3,7,8,11,10,17,13,7,0,0,2,4,5,7,5,8,6,10,7,7,5,6,7,7,7,5,2,2,3,7,7,7,7,5,7,6,5,5,0,4,3,5,2,1,17,19,19,8,8,8,9,8,6,5,4,3,8,8,11,7,9,7,7,0,5,0,0,4,4,4,1,7,15,28,28,24,25,21,22,24,24,21,13,12,8,8,12,17,16,16,19,23,14,12,14,16,12,12,7,7,8,9,12,20,21,21,12,35,31,34,2,4,4,7,8,5,0,3,4,5,8,7,5,4,4,4,10,10,16,23,19,12,7,7,12,21,19,16,4,3,0,4,4,4,0,0,0,0,0,2,3,5,3,3,1,2,2,2,1,3,2,2,2,3,2,2,2,3,2,3,2,2,1,0,0,0,2,3,4,4,4,2,0,2,2,2,0,1,1,4,4,4,3,1,1,1,1,5,5,5,1,1,1,0,0,2,3,4,4,3,2,0,0,2,1,1,0,2,3,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,4,5,4,4,0,0,5,2,2,1,1,0,4,7,7,7,0,1,1,5,4,8,0,4,8,4,4,0,5,2,2,4,7,4,2,4,0,5,1,6,5,5,12,5,9,5,4,4,0,8,1,5,5,5,13,1,9,7,10,1,8,4,6,6,10,5,0,4,8,4,8,12,8,4,0,5,6,7,2,7,1,6,14,1,1,1,5,1,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3
