제품,제품특성,ID,대분류,중분류,소분류,브랜드,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31,2023-04-01,2023-04-02,2023-04-03,2023-04-04
B002-03786-00005,종류:키친타월 매수:130매 겹수:2겹 롤수:6롤 특징:천연펄프 특징:무형광 특징:데코엠보싱 특징:무포름 :2팩 130매,15791,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-03786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0
B002-03786-00006,종류:키친타월 매수:150매 겹수:2겹 롤수:8롤 특징:천연펄프 특징:무향 특징:무형광 특징:무인쇄 특징:파워엠보싱 :1팩 150매,15792,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-03786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B002-03786-00007,종류:키친타월 매수:200매 롤수:12롤 특징:천연펄프 특징:무향 특징:무형광 특징:무인쇄 특징:파워엠보싱 특징:무포름 :1팩 200매,15793,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-03786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,2,2,2,0,2,2,2,1,1,1,0,0,1,3,3,2,1,1,1,2,1,1,2,3,2,4,9,9,9,2,2,1,2,4,5,4,0,0,0,2,2,4,2,2,1,0,0,0,0,0,0,0,1,2,3,4,3,3,2,2,1,1,1,3,4,4,2,1,1,1,1,1,1,0,1,2,2,2,2,2,1,1,2,3,3,0,0,0,0,2,4,4,2,0,0,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,1,1,0,0,11,15,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02650-00008,종류:키친타월 매수:130매 겹수:2겹 특징:천연펄프 특징:무형광 :2팩 2겹 130매 3입,11408,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02380-00001,종류:키친타월 매수:130매 겹수:2겹 특징:천연펄프 특징:무형광 특징:무색소 :4팩 130매 x 9개,10254,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02380,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,4,4,4,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,2,2,1,0,2,2,2,2,2,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,8,8,8,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,5,6,2,1,1,1,2,2,1,1,1,0,0,0,1,2,2,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02380-00002,사용횟수:일회용 80매,10255,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02380,10,10,15,15,20,20,20,20,15,15,25,85,85,85,80,25,25,25,25,25,20,25,25,20,25,30,40,15,15,5,5,10,15,30,45,65,90,87,88,70,150,140,139,74,70,100,87,75,75,67,62,54,52,68,73,80,81,74,91,75,95,86,97,132,134,93,107,113,403,397,380,63,68,78,78,80,69,74,59,44,60,65,70,59,45,53,55,67,78,100,90,85,78,77,95,87,85,62,43,40,43,68,103,156,168,113,58,3,7,13,13,10,10,10,11,11,10,12,15,23,14,0,0,2,15,27,27,15,17,3,2,8,8,15,15,19,15,7,5,2,10,8,8,2,4,11,9,13,17,17,16,9,9,17,13,13,2,2,3,2,2,0,0,0,3,20,23,20,5,14,14,17,5,8,7,9,9,9,15,9,9,0,43,17,23,14,11,4,4,4,9,18,22,17,12,22,22,27,23,23,16,15,30,30,22,15,15,34,33,35,18,18,5,10,13,13,9,2,5,2,2,0,10,10,12,12,11,11,8,10,12,6,4,4,3,6,3,13,13,13,9,5,7,2,9,11,11,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,3,1,1,1,2,8,18,22,25,27,22,19,11,11,5,15,22,21,7,1,1,6,5,12,7,17,10,11,1,6,9,9,11,15,15,8,0,2,2,2,18,18,8,0,2,2,2,5,5,5,5,5,6,23,23,23,22,3,3,3,7,7,7,7,17,10,10,5,5,5,8,8,0,8,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-02525-00011,종류:키친타월 매수:150매 겹수:2겹 롤수:8롤 특징:천연펄프 특징:무형광 :1팩 150매,11004,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02525,6,5,3,4,8,11,5,6,2,2,9,12,21,17,12,7,5,5,2,10,9,9,6,11,5,7,13,6,6,5,7,3,4,2,7,9,16,11,2,5,4,8,15,10,4,1,5,6,11,8,10,9,10,10,8,10,3,9,6,7,2,6,11,7,7,9,12,6,12,6,0,1,1,1,5,3,5,11,8,7,8,2,6,6,4,1,1,1,0,0,3,0,2,2,5,12,3,4,7,1,0,3,3,5,6,2,4,1,0,2,2,2,5,3,6,3,8,6,4,4,6,12,9,11,5,16,5,5,9,3,5,5,11,3,5,2,2,3,7,13,10,6,13,7,8,7,5,8,9,8,2,4,7,14,12,14,7,1,6,12,8,5,7,10,6,2,8,6,10,8,17,10,10,21,15,4,5,5,0,5,5,27,27,33,7,5,7,6,6,8,3,3,5,8,2,10,11,16,9,10,8,6,11,12,6,2,8,8,5,7,6,5,2,0,9,12,3,6,6,13,5,4,3,7,8,5,5,5,5,8,5,9,5,5,3,2,3,6,7,7,5,4,7,9,21,17,13,6,5,2,5,1,0,0,0,1,1,2,3,13,19,5,5,16,11,12,6,5,6,6,8,10,9,4,11,5,5,3,11,11,9,6,2,1,0,8,11,12,7,7,7,9,4,4,2,3,3,5,4,6,5,7,7,6,7,10,6,4,4,3,1,1,1,2,4,4,3,4,4,5,4,4,4,3,1,1,7,4,1,3,3,4,4,6,5,6,3,4,4,3,3,4,1,0,0,0,0,2,7,4,4,2,2,2,2,0,3,5,7,7,3,5,5,10,10,8,9,2,2,3,6,2,2,1,1,2,1,0,0,9,6,10,5,2,1,0,0,0,0,3,10,7,7,7,3,1,3,6,7,4,4,4,3,4,3,3,3,3,3,2,4,4,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,6,3,2
B002-02525-00012,"매수:4000매 겹수:2겹 특징:무형광 특징:일반엠보싱 :1박스, 매수겹수:5000매 100매",11005,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-02525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,950,1950,2300,2150,3875,4100,3700,1550,1775,2150,3050,4225,4550,375,300,1925,2325,3475,4575,5000,3675,2175,2050,2525,4400,4625,5675,4075,2475,2650,2650,5300,4975,2875,3775,2125,2200,2650,4250,5375,5950,4350,1675,2175,2525,3450,5400,4675,5600,2450,2150,2650,4125,6125,6100,4075,2325,2725,3475,3750,3900,5475,4975,2900,0,0,0,1225,1650,525,2825,3050,4425,4300,8850,9450,7400,4000,4100,5150,5500,9050,9125,7725,3100,3950,4500,1500,8350,1700,6850,3200,800,5300,1050,8350,8450,6750,2900,3350,650,5600,11750,8750,1300,3150,2700,3300,6000,8350,4000,9200,3100,4900,550,5100,7300,5700,5100,2850,3200,700,6350,9250,1650,10150,3950,4250,5500,800,8250,11000,1800,3350,3250,4150,3250,6500,10000,1950,4950,4600,5450,7750,10650,14000,400,2460,3290,4830,5650,8620,11160,8540,2830,4360,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,200,240,240,200,0,50,50,0,300,300,500,400,350,150,50,100,350,400,600,300,250,200,200,400,300,400,250,250,400,800,850,700,550,550,550,400,400,550,550,650,500,400,450,550,500,0,0,0,150,350,350,550,0,0,0,100,300,350,450,350,350,350,200,300,350,350,350,550,550,500,800,800,950,600,400,400,50,200,500,500,450,350,200,200,400,450,450,300,300,200,200,200,350,350,300,0,270,405,405,495,405,405,315,315,360,540,540,675,540,540,360,225,405,675,675,180,180,135,90,45,135,1125,1125,1350,945,495,810,900,630,630,585,585,360,585,990,765,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002-01138-00039,"종류:키친타월 매수:150매 겹수:2겹 롤수:12롤 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:파워엠보싱 특징:무포름 :1팩, 종류:키친타월 매수:150매 롤수:6롤 특징:일반엠보싱 :1팩, 종류:키친타월 매수:130매 롤수:4롤 특징:일반엠보싱 :1팩, 종류:키친타월 매수:160매 롤수:8롤 특징:천연펄프 특징:무형광 :1팩 150매",4711,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-01138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,3,3,2,0,1,1,1,2,2,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,4,4,2,0,0,0,1,1,1,0,0,1,1,1,1,2,2,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,3,0,0,0,0,1,1,4,4,8,5,4,0,0,0,0,3,3,4,1,0,0,0,0,0,0,0,1,1,1,1,1,4,5,6,6,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,1,2,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
B002-01138-00040,"종류:키친타월 매수:100매 겹수:3겹 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:일반엠보싱 특징:무포름 :1팩, 종류:키친타월 매수:150매 겹수:2겹 특징:천연펄프 특징:무형광 특징:일반엠보싱 :1팩, 종류:키친타월 매수:150매 겹수:2겹 특징:천연펄프 특징:무향 특징:무형광 :1팩, 종류:키친타월 매수:130매 :1팩, 종류:키친타월 매수:150매 롤수:4롤 특징:천연펄프 :1팩, 종류:키친타월 매수:150매 겹수:2겹 :1팩, 종류:키친타월 매수:150매 특징:천연펄프 :2팩 3겹 치킨타월 100매",4712,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-01138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
